"EFF_DATE","FACILITY","FAC_NAME","FACILITY_TYPE","ARTCC_OR_FSS_ID","CPDLC","TOWER_HRS","SERVICED_FACILITY","SERVICED_FAC_NAME","SERVICED_SITE_TYPE","LAT_DECIMAL","LONG_DECIMAL","SERVICED_CITY","SERVICED_STATE","SERVICED_COUNTRY","TOWER_OR_COMM_CALL","PRIMARY_APPROACH_RADIO_CALL","FREQ","SECTORIZATION","FREQ_USE","REMARK","File","Action","Mods"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","125.2","","NUTIY DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","125.2","","NUTIY DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","125.2","","SWOPE DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","125.2","","SWOPE DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","125.7","311-009","CLASS C","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","125.7","311-009","CLASS C","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","127.15","","ATIS","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","127.15","","ATIS","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","243.0","","EMERG","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","243.0","","EMERG","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","257.8","","LCL/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","257.8","","LCL/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","335.625","","APCH/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","335.625","","APCH/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","353.7","010-080, 180-310","APCH/P IC","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","353.7","010-080, 180-310","APCH/P IC","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","353.7","010-080, 180-310","CLASS C","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","353.7","010-080, 180-310","CLASS C","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","363.125","","DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","363.125","","DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","363.125","","HOLND DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","363.125","","HOLND DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","363.125","","NUTIY DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","363.125","","NUTIY DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","363.125","","SWOPE DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","363.125","","SWOPE DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","379.1","311-009","CLASS C","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","379.1","311-009","CLASS C","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","379.1","","DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","379.1","","DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORI","PORT LIONS","NON-ATCT","","","","ORI","PORT LIONS","AIRPORT","57.884925","-152.84757222","PORT LIONS","AK","US","","","122.8","","CTAF","ACTVT MIRL RWY 06/24 - CTAF.","1","Modified","REMARK"
"2026/05/14","ORI","PORT LIONS","NON-ATCT","","","","ORI","PORT LIONS","AIRPORT","57.884925","-152.84757222","PORT LIONS","AK","US","","","122.8","","CTAF","ACTVT MIRL RWY 07/25 - CTAF.","2","Modified","REMARK"
"2026/04/16","PHL","PHILADELPHIA INTL","ATCT-TRACON","","","","LOM","WINGS FLD","AIRPORT","40.13755555","-75.26513888","PHILADELPHIA","PA","US","","PHILADELPHIA","118.55","","CD/P","","2","Deleted",""
"2026/04/16","PRZ","PORTALES MUNI","NON-ATCT","","","","PRZ","PORTALES MUNI","AIRPORT","34.14548138","-103.41033361","PORTALES","NM","US","","","122.8","","CTAF","ACTVT OR INCR INTST MIRL RWY 01/19 & 08/26 - CTAF. MIRL RWY 01/19 & 08/26 PRESET LOW INTST.","1","Modified","REMARK"
"2026/05/14","PRZ","PORTALES MUNI","NON-ATCT","","","","PRZ","PORTALES MUNI","AIRPORT","34.14548138","-103.41033361","PORTALES","NM","US","","","122.8","","CTAF","PAPI RWY 01 & 19 ON CONSLY; ACTVT OR INCR INTST MIRL RWY 01/19 & 08/26 - CTAF. MIRL RWY 01/19 & 08/26 PRESET LO INTST. ","2","Modified","REMARK"
"2026/04/16","PYX","PERRYTON","NAVAID","","","","PYX","PERRYTON","NDB","36.41234355","-100.74774408","PERRYTON","TX","US","","","266.0","","PYX NDB","","2","Deleted",""
"2026/04/16","RDD","REDDING RGNL","ATCT","","","","RDD","REDDING RGNL","AIRPORT","40.50898527","-122.29338527","REDDING","CA","US","","","119.8","","CTAF","ACTVT MALSR RWY 34; REIL RWY 16; PAPI RWY 16; HIRL RWY 16/34; MIRL RWY 12/30; TWY LGTS - CTAF.","1","Modified","REMARK"
"2026/05/14","RDD","REDDING RGNL","ATCT","","","","RDD","REDDING RGNL","AIRPORT","40.50898527","-122.29338527","REDDING","CA","US","","","119.8","","CTAF","ACTVT MALSR RWY 35; REIL RWY 17; PAPI RWY 17; HIRL RWY 17/35; MIRL RWY 13/31; TWY LGTS - CTAF.","2","Modified","REMARK"
"2026/04/16","ROCKDALE","ROCKDALE","RCAG","ZBW","","","OIC","LT WARREN EATON","AIRPORT","42.56655555","-75.52411111","NORWICH","NY","US","","BOSTON ARTCC","133.25","LOW","ROCKDALE RCAG","APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 133.25/279.5 (ROCKDALE RCAG).","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ROCKDALE","ROCKDALE","RCAG","ZBW","","","OIC","LT WARREN EATON","AIRPORT","42.56655861","-75.52411222","NORWICH","NY","US","","BOSTON ARTCC","133.25","LOW","ROCKDALE RCAG","APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 133.25/279.5 (ROCKDALE RCAG).","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ROCKDALE","ROCKDALE","RCAG","ZBW","","","OIC","LT WARREN EATON","AIRPORT","42.56655555","-75.52411111","NORWICH","NY","US","","BOSTON ARTCC","279.5","LOW","ROCKDALE RCAG","APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 133.25/279.5 (ROCKDALE RCAG).","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ROCKDALE","ROCKDALE","RCAG","ZBW","","","OIC","LT WARREN EATON","AIRPORT","42.56655861","-75.52411222","NORWICH","NY","US","","BOSTON ARTCC","279.5","LOW","ROCKDALE RCAG","APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 133.25/279.5 (ROCKDALE RCAG).","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","RVF","RUBY VALLEY FLD","NON-ATCT","","","","RVF","RUBY VALLEY FLD","AIRPORT","45.53541666","-112.30227777","TWIN BRIDGES","MT","US","","","122.9","","CTAF","ACTVT PAPI RWY 17 & 35; MIRL RWY 17/35 - CTAF.","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","RVF","RUBY VALLEY FLD","NON-ATCT","","","","RVF","RUBY VALLEY FLD","AIRPORT","45.53540611","-112.30229083","TWIN BRIDGES","MT","US","","","122.9","","CTAF","ACTVT PAPI RWY 17 & 35; MIRL RWY 17/35 - CTAF.","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","S92","FISH LAKE /USFS/","NON-ATCT","","","","S92","FISH LAKE /USFS/","AIRPORT","46.33019527","-115.06317416","FISH LAKE","ID","US","","","122.9","","CTAF","","1","Modified","FAC_NAME SERVICED_FAC_NAME"
"2026/05/14","S92","FISH LAKE USFS","NON-ATCT","","","","S92","FISH LAKE USFS","AIRPORT","46.33019527","-115.06317416","FISH LAKE","ID","US","","","122.9","","CTAF","","2","Modified","FAC_NAME SERVICED_FAC_NAME"
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","ONT","ONTARIO INTL","AIRPORT","34.05601416","-117.6011875","ONTARIO","CA","US","ONTARIO","SOCAL","318.2","","GLRNO STAR","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","REI","REDLANDS MUNI","AIRPORT","34.08525","-117.14638888","REDLANDS","CA","US","","SOCAL","127.0","NORTH-NE","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","REI","REDLANDS MUNI","AIRPORT","34.08525","-117.14638888","REDLANDS","CA","US","","SOCAL","318.2","NORTH-NE","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","125.5","SW-NORTH","CLASS C","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","127.0","NORTH-NE","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","127.0","","SETER STAR","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","127.0","","ZIGGY STAR","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","134.0","NORTHEAST-SOUTH","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","134.0","NORTHEAST-SOUTH","CLASS C","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","135.4","SOUTH-SW","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","278.3","EAST-SOUTH","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","278.3","NE-SOUTH","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","278.3","EAST-SOUTH","CLASS C","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","278.3","NE-SOUTH","CLASS C","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","318.2","NORTH-NE","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","318.2","","SETER STAR","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","318.2","","ZIGGY STAR","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","349.0","SW-NORTH","CLASS C","","2","Deleted",""
"2026/04/16","SCT","SOUTHERN CALIFORNIA TRACON","TRACON","","","","SBD","SAN BERNARDINO INTL","AIRPORT","34.09536111","-117.23488888","SAN BERNARDINO","CA","US","SAN BERNARDINO","SOCAL","377.125","SOUTH-SW","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","SEP","","ASOS_AWOS","","","","SEP","","AWOS-3PT","32.215","-98.17944444","STEPHENVILLE","TX","US","","","118.075","","SEP AWOS-3PT","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","SEP","","ASOS_AWOS","","","","SEP","","AWOS-3PT","32.214988","-98.17930311","STEPHENVILLE","TX","US","","","118.075","","SEP AWOS-3PT","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","SGT","STUTTGART MUNI CARL HUMPHREY FLD","NON-ATCT","","","","SGT","STUTTGART MUNI CARL HUMPHREY FLD","AIRPORT","34.59947852","-91.57500027","STUTTGART","AR","US","","","122.8","","CTAF","ACTVT MALSF RWY 36; REIL RWY 18 & 27; MIRL RWYS 09/27 & 18/36 - CTAF.","1","Modified","REMARK"
"2026/05/14","SGT","STUTTGART MUNI CARL HUMPHREY FLD","NON-ATCT","","","","SGT","STUTTGART MUNI CARL HUMPHREY FLD","AIRPORT","34.59947852","-91.57500027","STUTTGART","AR","US","","","122.8","","CTAF","ACTVT MALSF RWY 36; REIL RWY 18 & 27; PAPI RWY 09 & 27; MIRL RWYS 09/27 & 18/36 - CTAF.","2","Modified","REMARK"
"2026/04/16","SIK","","ASOS_AWOS","","","","SIK","","AWOS-3","36.89889","-89.56175","SIKESTON","MO","US","","","119.175","","SIK AWOS-3","","2","Deleted",""
"2026/04/16","SLP","FIRST RIVER","NAVAID","","","","SLP","FIRST RIVER","NDB","35.25267777","-81.59879722","SHELBY","NC","US","","","417.0","","SLP NDB","","2","Deleted",""
"2026/04/16","SUU","TRAVIS AFB","ATCT-RAPCON","","","","O88","RIO VISTA MUNI","AIRPORT","38.19338888","-121.70363888","RIO VISTA","CA","US","","TRAVIS","119.9","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","SUU","TRAVIS AFB","ATCT-RAPCON","","","","O88","RIO VISTA MUNI","AIRPORT","38.19338305","-121.70363416","RIO VISTA","CA","US","","TRAVIS","119.9","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","SUU","TRAVIS AFB","ATCT-RAPCON","","","","O88","RIO VISTA MUNI","AIRPORT","38.19338888","-121.70363888","RIO VISTA","CA","US","","TRAVIS","322.325","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","SUU","TRAVIS AFB","ATCT-RAPCON","","","","O88","RIO VISTA MUNI","AIRPORT","38.19338305","-121.70363416","RIO VISTA","CA","US","","TRAVIS","322.325","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","T31","AERO COUNTRY","NON-ATCT","","","","T31","AERO COUNTRY","AIRPORT","33.20845","-96.74194111","MC KINNEY","TX","US","","","122.9","","CTAF","MIRL RWY 17/35 PRESET LOW INTST SS-SR; TO INCR INTST ACTVT - CTAF.","1","Modified","REMARK"
"2026/05/14","T31","AERO COUNTRY","NON-ATCT","","","","T31","AERO COUNTRY","AIRPORT","33.20845","-96.74194111","MC KINNEY","TX","US","","","122.9","","CTAF","MIRL RWY 17/35 SS-SR PRESET LOW INTST, TO INCR INTST ACTVT - CTAF.","2","Modified","REMARK"
"2026/04/16","T82","GILLESPIE COUNTY","NON-ATCT","","","","T82","GILLESPIE COUNTY","AIRPORT","30.24324305","-98.90918666","FREDERICKSBURG","TX","US","","","121.725","","APT REMARK 4 WITH GCO FREQ","GCO AVBL ON FREQ 121.725 THRU HOUSTON ARTCC - 6 CLICKS; FSS - 4 CLICKS.","2","Deleted",""
"2026/04/16","TFP","INGLESIDE RGNL","NON-ATCT","","","","TFP","INGLESIDE RGNL","AIRPORT","27.91303166","-97.21148722","INGLESIDE","TX","US","","","122.7","","CTAF","MIRL RWY 13/31 PRESET LOW INTST; TO INCR INTST ACTVT - CTAF.","1","Modified","REMARK"
"2026/05/14","TFP","INGLESIDE RGNL","NON-ATCT","","","","TFP","INGLESIDE RGNL","AIRPORT","27.91303166","-97.21148722","INGLESIDE","TX","US","","","122.7","","CTAF","MIRL RWY 14/32 PRESET LOW INTST; TO INCR INTST ACTVT - CTAF.","2","Modified","REMARK"
"2026/04/16","TOL","EUGENE F KRANZ TOLEDO EXPRESS","ATCT-TRACON","","","","1G0","WOOD COUNTY","AIRPORT","41.391","-83.63013888","BOWLING GREEN","OH","US","","TOLEDO","125.6","","CD/P","","1","Modified","SERVICED_FAC_NAME"
"2026/05/14","TOL","EUGENE F KRANZ TOLEDO EXPRESS","ATCT-TRACON","","","","1G0","WOOD COUNTY RGNL","AIRPORT","41.391","-83.63013888","BOWLING GREEN","OH","US","","TOLEDO","125.6","","CD/P","","2","Modified","SERVICED_FAC_NAME"
"2026/04/16","TOL","EUGENE F KRANZ TOLEDO EXPRESS","ATCT-TRACON","","","","1G0","WOOD COUNTY","AIRPORT","41.391","-83.63013888","BOWLING GREEN","OH","US","","TOLEDO","126.1","","APCH/P DEP/P","","1","Modified","SERVICED_FAC_NAME"
"2026/05/14","TOL","EUGENE F KRANZ TOLEDO EXPRESS","ATCT-TRACON","","","","1G0","WOOD COUNTY RGNL","AIRPORT","41.391","-83.63013888","BOWLING GREEN","OH","US","","TOLEDO","126.1","","APCH/P DEP/P","","2","Modified","SERVICED_FAC_NAME"
"2026/04/16","TOL","EUGENE F KRANZ TOLEDO EXPRESS","ATCT-TRACON","","","","1G0","WOOD COUNTY","AIRPORT","41.391","-83.63013888","BOWLING GREEN","OH","US","","TOLEDO","317.55","","APCH/P DEP/P","","1","Modified","SERVICED_FAC_NAME"
"2026/05/14","TOL","EUGENE F KRANZ TOLEDO EXPRESS","ATCT-TRACON","","","","1G0","WOOD COUNTY RGNL","AIRPORT","41.391","-83.63013888","BOWLING GREEN","OH","US","","TOLEDO","317.55","","APCH/P DEP/P","","2","Modified","SERVICED_FAC_NAME"
"2026/04/16","TQA","TUSCOLA","NAVAID","","","","TQA","TUSCOLA","VOR/DME","32.23574305","-99.81678277","ABILENE","TX","US","","","111.6/53X","","TQA VOR/DME","","2","Deleted",""
"2026/04/16","TVC","CHERRY CAPITAL","ATCT","","","","TVC","CHERRY CAPITAL","AIRPORT","44.74157861","-85.58187","TRAVERSE CITY","MI","US","","","124.2","","CTAF","WHEN ATCT CLSD ACTVT MALSR RWY 10 & 28; REIL RWY 36; HIRL RWY 10/28; MIRL RWY 18/36 - CTAF. PAPI RWY 10 & 28; VASI RWY 18 & 36 OPR CONSLY.; SNOW REMOVAL OPNS IN PROGRESS WINTER MONTHS; SNOW COMMAND WILL BE MONITORING CTAF DURING NON-ATCT HOURS. ACFT LNDG/DEPARTING TVC SHOULD ANNOUNCE THEIR INTENTIONS ON CTAF WHEN ATCT CLSD.","1","Modified","REMARK"
"2026/05/14","TVC","CHERRY CAPITAL","ATCT","","","","TVC","CHERRY CAPITAL","AIRPORT","44.74157861","-85.58187","TRAVERSE CITY","MI","US","","","124.2","","CTAF","WHEN ATCT CLSD ACTVT MALSR RWY 10 & 28; HIRL RWY 10/28; MIRL RWY 18/36 - CTAF. PAPI RWY 10 & 28; VASI RWY 18 & 36 OPR CONSLY.; SNOW REMOVAL OPNS IN PROGRESS WINTER MONTHS; SNOW COMMAND WILL BE MONITORING CTAF DURING NON-ATCT HOURS. ACFT LNDG/DEPARTING TVC SHOULD ANNOUNCE THEIR INTENTIONS ON CTAF WHEN ATCT CLSD.","2","Modified","REMARK"
"2026/04/16","UBW","UGNU-KUPARUK","NON-ATCT","","","","UBW","UGNU-KUPARUK","AIRPORT","70.33066666","-149.59805555","KUPARUK","AK","US","","","122.8","","CTAF","","1","Modified","REMARK"
"2026/05/14","UBW","UGNU-KUPARUK","NON-ATCT","","","","UBW","UGNU-KUPARUK","AIRPORT","70.33066666","-149.59805555","KUPARUK","AK","US","","","122.8","","CTAF","ALL ARR RPT 10 MI FINAL ON CTAF.","2","Modified","REMARK"
"2026/04/16","VUO","PEARSON FLD","NON-ATCT","","","","VUO","PEARSON FLD","AIRPORT","45.6204525","-122.65648833","VANCOUVER","WA","US","","","119.0","","CTAF","ACTVT PAPI RWY 26; MIRL RWY 08/26 - CTAF.; ARR PRIOR TO ENTERING SFRA FAR 93.163 & DEP BFR TKOF - CTC CTAF.; MANDATORY VFR ADVZY SVC - CTC CTAF.","1","Modified","REMARK"
