"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","LEGACY_ELEMENT_NUMBER","TAB_NAME","REF_COL_NAME","ELEMENT","REF_COL_SEQ_NO","REMARK","File","Action","Mods"
"2026/04/16","50039.","A","AK","ANN","ANNETTE","US","A110-4","AIRPORT","GENERAL_REMARK","","4","SOFT SPOTS IN PAVEMENT RWY 12/30 AT 1600' & 2400' FM RWY 12 THR.","2","Deleted",""
"2026/04/16","50039.","A","AK","ANN","ANNETTE","US","A110-5","AIRPORT","GENERAL_REMARK","","5","PPR - CALL 907-886-4441 DURING BUSINESS HRS.","1","Modified","REMARK"
"2026/05/14","50039.","A","AK","ANN","ANNETTE","US","A110-5","AIRPORT","GENERAL_REMARK","","5","PPR - OPS HRS 907-886-4441.","2","Modified","REMARK"
"2026/04/16","50039.","A","AK","ANN","ANNETTE","US","A110-7","AIRPORT","GENERAL_REMARK","","7","USE IS FOR EMERGENCY MEDICAL EVACUATIONS OR TRAINING.  ","2","Deleted",""
"2026/04/16","50039.","A","AK","ANN","ANNETTE","US","A110-8","AIRPORT","GENERAL_REMARK","","8","LIGHT GROUND STORAGE FOR SMALL PLANES REQUESTING SAFE AREA TO STORE THE PLANE.","1","Modified","REMARK"
"2026/05/14","50039.","A","AK","ANN","ANNETTE","US","A110-8","AIRPORT","GENERAL_REMARK","","8","LTD SMALL ACFT STORAGE - AMGR.","2","Modified","REMARK"
"2026/04/16","50095.12","A","AK","CFK","CHEFORNAK","US","A81-BCN","AIRPORT","BCN_LGT_SKED","","1","ACTIVATE BEACON - CTAF.","1","Modified","REMARK"
"2026/05/14","50095.12","A","AK","CFK","CHEFORNAK","US","A81-BCN","AIRPORT","BCN_LGT_SKED","","1","ACTVT BEACON - CTAF.","2","Modified","REMARK"
"2026/04/16","50095.12","A","AK","CFK","CHEFORNAK","US","A110-4","AIRPORT","GENERAL_REMARK","","4","RWY CONDITION NOT MONITORED; RECOMMEND VISUAL INSPECTION PRIOR TO USING.","1","Modified","REMARK"
"2026/05/14","50095.12","A","AK","CFK","CHEFORNAK","US","A110-4","AIRPORT","GENERAL_REMARK","","4","RWY COND UNMNT; RCMD VISUAL INSP BFR USE.","2","Modified","REMARK"
"2026/04/16","50095.12","A","AK","CFK","CHEFORNAK","US","A110-11","AIRPORT","GENERAL_REMARK","","11","PILOTS ARE ADVISED TO SELF-ANNOUNCE ON CTAF PRIOR TO LANDING, 10 NM ON APPROACH.","1","Modified","REMARK"
"2026/05/14","50095.12","A","AK","CFK","CHEFORNAK","US","A110-11","AIRPORT","GENERAL_REMARK","","11","ANNOUNCE ON CTAF 10 NM ON APCH & BFR LNDG.","2","Modified","REMARK"
"2026/04/16","50095.12","A","AK","CFK","CHEFORNAK","US","A110-12","AIRPORT","GENERAL_REMARK","","12","6-8 IN DIPS AND IRREGULAR SURFACES FULL LENGTH OF RWY.","2","Deleted",""
"2026/04/16","50095.12","A","AK","CFK","CHEFORNAK","US","A110-13","AIRPORT","GENERAL_REMARK","","13","RWY MAY BE SOFT WHEN WET.","2","Deleted",""
"2026/04/16","50095.12","A","AK","CFK","CHEFORNAK","US","A110-14","AIRPORT","GENERAL_REMARK","","14","NUMEROUS BIRDS ON OR INVOF ARPT.","1","Modified","REMARK"
"2026/05/14","50095.12","A","AK","CFK","CHEFORNAK","US","A110-14","AIRPORT","GENERAL_REMARK","","14","BIRDS ON & INVOF ARPT.","2","Modified","REMARK"
"2026/04/16","50095.12","A","AK","CFK","CHEFORNAK","US","A81-APT","AIRPORT","LGT_SKED","","1","ACTIVATE MIRL RY 16/34 - CTAF.","1","Modified","REMARK"
"2026/05/14","50095.12","A","AK","CFK","CHEFORNAK","US","A81-APT","AIRPORT","LGT_SKED","","1","ACTVT MIRL RWY 16/34 - CTAF.","2","Modified","REMARK"
"2026/04/16","50095.12","A","AK","CFK","CHEFORNAK","US","A12","AIRPORT_CONTACT","ADDRESS1","OWNER","1","PO BOX 196000","2","Deleted",""
"2026/04/16","50095.12","A","AK","CFK","CHEFORNAK","US","A13","AIRPORT_CONTACT","PHONE_NO","OWNER","1","907-269-0760","2","Deleted",""
"2026/04/16","50095.12","A","AK","CFK","CHEFORNAK","US","A42-16_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","16","1","RWY EDGED WITH CONES AND LIGHTS","1","Modified","REMARK"
"2026/05/14","50095.12","A","AK","CFK","CHEFORNAK","US","A42-16_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","16","1","CONES.","2","Modified","REMARK"
"2026/04/16","50095.12","A","AK","CFK","CHEFORNAK","US","A42-34_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","34","1","RWY EDGED WITH CONES AND LIGHTS","1","Modified","REMARK"
"2026/05/14","50095.12","A","AK","CFK","CHEFORNAK","US","A42-34_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","34","1","CONES.","2","Modified","REMARK"
"2026/04/16","50109.01","A","AK","Z84","CLEAR","US","A110-5","AIRPORT","GENERAL_REMARK","","5","WX CAMERA AVBL ON INTERNET AT HTTPS://WEATHERCAMS.FAA.GOV.","2","Deleted",""
"2026/04/16","50140.72","A","AK","AK15","NUIQSUT","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER","1","907-276-1215.","1","Modified","REMARK"
"2026/05/14","50140.72","A","AK","AK15","NUIQSUT","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER","1","907-263-3513.","2","Modified","REMARK"
"2026/04/16","50200.19","A","AK","3AK1","EUREKA","US","A110-1","AIRPORT","GENERAL_REMARK","","1","NORTH HALF OF RWY NARROWS TO 15 FT.","2","Deleted",""
"2026/04/16","50200.19","A","AK","3AK1","EUREKA","US","A110-2","AIRPORT","GENERAL_REMARK","","2","RWY SOFT WHEN WET, ROUGH WITH DIPS AND HUMPS FULL LENGTH OF RWY.","2","Deleted",""
"2026/04/16","50200.19","A","AK","3AK1","EUREKA","US","A110-3","AIRPORT","GENERAL_REMARK","","3","RECOMMEND USE BY STOL ACFT ONLY.  NOT RECOMMENDED FOR TRANSIT OR NOSE GEAR ACFT.","1","Modified","REMARK"
"2026/05/14","50200.19","A","AK","3AK1","EUREKA","US","A110-3","AIRPORT","GENERAL_REMARK","","3","STOL OPS ONLY; TSNT & NOSE GEAR OPS NOT RCMDD.","2","Modified","REMARK"
"2026/04/16","50200.19","A","AK","3AK1","EUREKA","US","A110-4","AIRPORT","GENERAL_REMARK","","4","ACCESS ROAD CROSSED RWY AT MIDFIELD.","2","Deleted",""
"2026/04/16","50200.19","A","AK","3AK1","EUREKA","US","A110-6","AIRPORT","GENERAL_REMARK","","6","ARPT NOT MAINTAINED.","1","Modified","REMARK"
"2026/05/14","50200.19","A","AK","3AK1","EUREKA","US","A110-6","AIRPORT","GENERAL_REMARK","","6","ARPT NOT MNTND.","2","Modified","REMARK"
"2026/04/16","50200.19","A","AK","3AK1","EUREKA","US","A110-7","AIRPORT","GENERAL_REMARK","","7","APCH END OF RWY 03 DROPS OF SHARPLY.","2","Deleted",""
"2026/04/16","50200.19","A","AK","3AK1","EUREKA","US","A110-8","AIRPORT","GENERAL_REMARK","","8","RWY CONDITION NOT MONITORED, RECOMMEND VISUAL INSPECTION PRIOR TO USING.","1","Modified","REMARK"
"2026/05/14","50200.19","A","AK","3AK1","EUREKA","US","A110-8","AIRPORT","GENERAL_REMARK","","8","RWY COND UNMNT, RCMD VISUAL INSP BFR USE.","2","Modified","REMARK"
"2026/04/16","50200.19","A","AK","3AK1","EUREKA","US","A30A-03","RUNWAY_END","RWY_END_ID","03","1","ACCESS ROAD CROSSES APCH END.","1","Modified","REMARK"
"2026/05/14","50200.19","A","AK","3AK1","EUREKA","US","A30A-03","RUNWAY_END","RWY_END_ID","03","1","APCH END DROPS SHARPLY. ACES ROAD XS APCH END.","2","Modified","REMARK"
"2026/04/16","50200.19","A","AK","3AK1","EUREKA","US","A30A-21","RUNWAY_END","RWY_END_ID","21","1","PVT ROAD CROSSES END OF RWY 21 THLD.","1","Modified","REMARK"
"2026/05/14","50200.19","A","AK","3AK1","EUREKA","US","A30A-21","RUNWAY_END","RWY_END_ID","21","1","PVT ROAD XS THR.","2","Modified","REMARK"
"2026/04/16","50235.","A","AK","FYU","FORT YUKON","US","A70-A","FUEL_TYPE","FUEL_TYPE","A","1","JET A FUEL AVBL MAY - SEP :  907-662-2408.","2","Deleted",""
"2026/04/16","50258.","A","AK","GAL","GALENA","US","A110-25","AIRPORT","GENERAL_REMARK","","25","FUEL AVBL MON-FRI 0800-1700; AFT HR FEE - 907-656-1872.","1","Modified","REMARK"
"2026/05/14","50258.","A","AK","GAL","GALENA","US","A110-25","AIRPORT","GENERAL_REMARK","","25","FUEL AVBL MON-FRI 0800-1700; AFT HR CALL OUT FEE - 907-656-1852.","2","Modified","REMARK"
"2026/04/16","50284.","A","AK","GST","GUSTAVUS","US","A110-17","AIRPORT","GENERAL_REMARK","","17","BE ALERT: SEE GENNOT - ENROUTE CTAF FREQS.","1","Modified","REMARK"
"2026/05/14","50284.","A","AK","GST","GUSTAVUS","US","A110-17","AIRPORT","GENERAL_REMARK","","17","BE ALERT: SEE GENNOT- ENROUTE CTAF FREQS.","2","Modified","REMARK"
"2026/04/16","50284.","A","AK","GST","GUSTAVUS","US","A30-02/20","RUNWAY","RWY_ID","02/20","1","MNTND WINTER MONTHS; RCMD DAYLIGHT OPS ONLY. 9 FT FENCE 554 FT S. RWY 02/20 NOT AVBL FOR PART 121/380 SKED AND NON-SKED OPS WITH PAX CARRYING OPS MORE THAN 30 PAX SEATS.","1","Modified","REMARK"
"2026/05/14","50284.","A","AK","GST","GUSTAVUS","US","A30-02/20","RUNWAY","RWY_ID","02/20","1","MNTND WINTER MONTHS; RCMD DALGT OPS. 9 FT FENCE 554 FT S. RWY 02/20 NOT AVBL FOR PART 121/380 SKED & NON-SKED OPS WITH PAX CARRYING OPS MORE THAN 30 PAX SEATS.","2","Modified","REMARK"
"2026/04/16","50312.5","A","AK","2AK6","HOGATZA","US","A110-1","AIRPORT","GENERAL_REMARK","","1","NOT MAINT IN WINTER. ROCKS & RUTS ENTIRE LENGTH. SOFT AFTER RAIN. BRUSH 5'-12' HIGH ON SHOULDERS.","1","Modified","REMARK"
"2026/05/14","50312.5","A","AK","2AK6","HOGATZA","US","A110-1","AIRPORT","GENERAL_REMARK","","1","WINTER MAINT NA.","2","Modified","REMARK"
"2026/04/16","50312.5","A","AK","2AK6","HOGATZA","US","A110-2","AIRPORT","GENERAL_REMARK","","2","MEN & EQUIPMENT MAY BE ON RY AT ODD HRS APR-NOV.","2","Deleted",""
"2026/04/16","50312.5","A","AK","2AK6","HOGATZA","US","A110-3","AIRPORT","GENERAL_REMARK","","3","RY MAY BE UNUSBL APRIL-JUNE DUE TO LOCALIZED FROST AREAS.","2","Deleted",""
"2026/04/16","50312.5","A","AK","2AK6","HOGATZA","US","A110-4","AIRPORT","GENERAL_REMARK","","4","GRASS MAY BE 8 INCHES TO 12 INCHES HIGH ON UNUSED AREAS OF RY. GRASS IS NOT MOWED.","2","Deleted",""
"2026/04/16","50312.5","A","AK","2AK6","HOGATZA","US","A110-5","AIRPORT","GENERAL_REMARK","","5","RY MAY BE UNUSBL APR-NOV DUE TO MEN & EQUIP ON RY; BERMS L FM EQUIP CROSSING RY; NATURAL OBS SUCH AS RUTS OR BERMS L FM HEAVY ACFT LDG; SNOW BERMS ALSO.","2","Deleted",""
"2026/04/16","50437.51","A","AK","UBW","KUPARUK","US","A110-1","AIRPORT","GENERAL_REMARK","","1","NAVAIDS, LGTG & SFC MOV CTLD H24 BY CO ATAC PSNL. OPS NA WO ATAC PSNL PRESENT.","1","Modified","REMARK"
"2026/05/14","50437.51","A","AK","UBW","KUPARUK","US","A110-1","AIRPORT","GENERAL_REMARK","","1","NAVAIDS, LGTG & SFC MOV CTLD H24 BY ATAC PSNL. OPS NA WO ATAC PSNL PRESENT.","2","Modified","REMARK"
"2026/04/16","50437.51","A","AK","UBW","KUPARUK","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER","1","907-276-1215","1","Modified","REMARK"
"2026/05/14","50437.51","A","AK","UBW","KUPARUK","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER","1","907-263-3513.","2","Modified","REMARK"
"2026/04/16","50438.61","A","AK","GGV","KWIGILLINGOK","US","A30-15/33","RUNWAY","RWY_ID","15/33","1","SLOPES UPWARD TO SOUTH 1%","1","Modified","REMARK"
"2026/05/14","50438.61","A","AK","GGV","KWIGILLINGOK","US","A30-15/33","RUNWAY","RWY_ID","15/33","1","1 PCT UPSLOPE TO S.","2","Modified","REMARK"
"2026/04/16","50467.","A","AK","MCG","MC GRATH","US","A58-17","RUNWAY_END","CLOSE_IN_OBSTN","17","1","TRAIL 7 FT BLW 170 FT BYD RWY.","2","Deleted",""
"2026/04/16","50615.2","A","AK","ORI","PORT LIONS","US","A81-APT","AIRPORT","LGT_SKED","","1","ACTVT MIRL RWY 06/24 - CTAF.","1","Modified","REMARK"
"2026/05/14","50615.2","A","AK","ORI","PORT LIONS","US","A81-APT","AIRPORT","LGT_SKED","","1","ACTVT MIRL RWY 07/25 - CTAF.","2","Modified","REMARK"
"2026/04/16","50680.4","A","AK","PBV","ST GEORGE","US","A58-11","RUNWAY_END","CLOSE_IN_OBSTN","11","1","PARL ROAD EXTENDS 200 FT FM RWY END.","1","Modified","REMARK"
"2026/05/14","50680.4","A","AK","PBV","ST GEORGE","US","A58-11","RUNWAY_END","CLOSE_IN_OBSTN","11","1","PARL ROAD EXTDS 200 FT FM RWY END.","2","Modified","REMARK"
"2026/04/16","50680.4","A","AK","PBV","ST GEORGE","US","A58-29","RUNWAY_END","CLOSE_IN_OBSTN","29","1","PARL ROAD EXTENDS 200 FT FM R SIDE OF RWY END.","1","Modified","REMARK"
"2026/05/14","50680.4","A","AK","PBV","ST GEORGE","US","A58-29","RUNWAY_END","CLOSE_IN_OBSTN","29","1","PARL ROAD EXTDS 200 FT FM R SIDE OF RWY END.","2","Modified","REMARK"
"2026/04/16","50703.","A","AK","SIT","SITKA","US","A110-14","AIRPORT","GENERAL_REMARK","","14","ARR CTC SITKA AIR 10 MIN PRIOR TO LNDG - 345.0 OR FSS.","1","Modified","REMARK"
"2026/05/14","50703.","A","AK","SIT","SITKA","US","A110-14","AIRPORT","GENERAL_REMARK","","14","ARR CTC SITKA AIR 10 MIN PRIOR TO LNDG - 121.05, 345.0 OR FSS.","2","Modified","REMARK"
"2026/04/16","50870.54","A","AK","AK27","WASILLA","US","A110-1","AIRPORT","GENERAL_REMARK","","1","PWR LINE ALONG SOUTH SIDE OF RY.","2","Deleted",""
"2026/04/16","50870.54","A","AK","AK27","WASILLA","US","A110-2","AIRPORT","GENERAL_REMARK","","2","STRIP NOT MAINTAINED IN WINTER.","1","Modified","REMARK"
"2026/05/14","50870.54","A","AK","AK27","WASILLA","US","A110-2","AIRPORT","GENERAL_REMARK","","2","WINTER MAINT NA.","2","Modified","REMARK"
"2026/04/16","50870.54","A","AK","AK27","WASILLA","US","A110-3","AIRPORT","GENERAL_REMARK","","3","RY SOFT DURING SPRING BREAKUP.","2","Deleted",""
"2026/04/16","50916.","A","AK","0AA1","YAKATAGA","US","A110-2","AIRPORT","GENERAL_REMARK","","2","ERRATIC WINDS ON FINAL APCH FM OCEAN & MOUNTAINS","2","Deleted",""
"2026/04/16","50916.","A","AK","0AA1","YAKATAGA","US","A110-3","AIRPORT","GENERAL_REMARK","","3","EAGLES CONGREGATE AT STREAMS ON BOTH THLDS","1","Modified","REMARK"
"2026/05/14","50916.","A","AK","0AA1","YAKATAGA","US","A110-3","AIRPORT","GENERAL_REMARK","","3","EAGLES NEAR STREAMS INVOF BOTH THRS.","2","Modified","REMARK"
"2026/04/16","50916.","A","AK","0AA1","YAKATAGA","US","A110-4","AIRPORT","GENERAL_REMARK","","4","PRIOR WRITTEN PERMISSION REQUIRED TO USE RUNWAY","2","Deleted",""
"2026/04/16","50916.","A","AK","0AA1","YAKATAGA","US","A110-5","AIRPORT","GENERAL_REMARK","","5","USE OF ACFT OVER 5600 LBS GROSS AND NON HIGH FLOTATION TYPE TIRES EQUIPPED ACFT PROHIBITED FROM AUG 15 TO MAY 15","1","Modified","REMARK"
"2026/05/14","50916.","A","AK","0AA1","YAKATAGA","US","A110-5","AIRPORT","GENERAL_REMARK","","5","OVR 5600 LB GROSS & NON HIGH FLOTATION TIRE ACFT NA AUG 15 - MAY 15.","2","Modified","REMARK"
"2026/04/16","50916.","A","AK","0AA1","YAKATAGA","US","A110-6","AIRPORT","GENERAL_REMARK","","6","MTNS N THRU NE TO ESE; 2258 FT HILL 3 NM E","1","Modified","REMARK"
"2026/05/14","50916.","A","AK","0AA1","YAKATAGA","US","A110-6","AIRPORT","GENERAL_REMARK","","6","ALL OPS PPR IN WRITING.","2","Modified","REMARK"
"2026/04/16","50916.","A","AK","0AA1","YAKATAGA","US","A83","AIRPORT","WIND_INDCR_FLAG","","1","WINDSOCK LOCATED ON TWR N OF PARKING RAMP. MAY BE UNRELIABLE DUE TO TREES.","1","Modified","REMARK"
"2026/05/14","50916.","A","AK","0AA1","YAKATAGA","US","A83","AIRPORT","WIND_INDCR_FLAG","","1","ON TWR N OF PRKG RAMP; UNRELBL.","2","Modified","REMARK"
"2026/04/16","50916.","A","AK","0AA1","YAKATAGA","US","A42-08_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","08","1","RY 08/26 NSTD; RY HAS DILAPIDATED THLD PANELS.","1","Modified","REMARK"
"2026/05/14","50916.","A","AK","0AA1","YAKATAGA","US","A42-08_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","08","1","WORN THR PANELS.","2","Modified","REMARK"
"2026/04/16","50916.","A","AK","0AA1","YAKATAGA","US","A33-08/26_COND","RUNWAY_SURFACE_TYPE","COND","08/26","1","RY 08/26 SOFT WHEN WET. PUDDLES 3 IN DEEP MIDFIELD NW SIDE  25 FT X  35 FT WIDE.  3 IN RUTS LENGTH OF RY. GRASS ON RY SFC UP TO 12 IN TALL.","1","Modified","REMARK"
"2026/05/14","50916.","A","AK","0AA1","YAKATAGA","US","A33-08/26_COND","RUNWAY_SURFACE_TYPE","COND","08/26","1","SOFT WHEN WET; 3 IN PUDDLES 25X25 FT NW SIDE MIDPT. 3 IN RUTS FULL LEN. 12 IN GRASS.","2","Modified","REMARK"
"2026/04/16","50916.","A","AK","0AA1","YAKATAGA","US","A33-08/26_SURF","RUNWAY_SURFACE_TYPE","SURFACE_TYPE_CODE","08/26","1","EXTREMELY SOFT WHEN WET.  LONGITUDINAL RUTS TO 3 IN FOR SEVERAL 100 FT NEAR MIDFIELD.","2","Deleted",""
"2026/04/16","52068.","A","HI","HI03","HANAMAULU","US","A3","AIRPORT","DIST","","1","DIST & DRCTN FM KAPAIA.","2","Deleted",""
"2026/04/16","52068.","A","HI","HI03","HANAMAULU","US","A110-1","AIRPORT","GENERAL_REMARK","","1","AIRSTRIP IS WIDENED PLANTATION FIELD ROAD.","2","Deleted",""
"2026/04/16","52068.","A","HI","HI03","HANAMAULU","US","A110-2","AIRPORT","GENERAL_REMARK","","2","CANE ON BOTH ENDS 12' HIGH WHEN MATURE.","2","Deleted",""
"2026/04/16","52068.","A","HI","HI03","HANAMAULU","US","A110-3","AIRPORT","GENERAL_REMARK","","3","OWNER DESIRES ARPT NOT BE CHARTED.","2","Deleted",""
"2026/04/16","52068.","A","HI","HI03","HANAMAULU","US","A110-5","AIRPORT","GENERAL_REMARK","","5","FOR CD CTC HCF CENTER AT 808-840-6262","2","Deleted",""
"2026/04/16","52149.","A","HI","HI05","HONOKAA","US","A110-1","AIRPORT","GENERAL_REMARK","","1","OPNL APRXLY 30 DAYS/YEAR; AG USE BY HAMAKUA CO","2","Deleted",""
"2026/04/16","52149.","A","HI","HI05","HONOKAA","US","A110-2","AIRPORT","GENERAL_REMARK","","2","OWNER DESIRES ARPT NOT BE CHARTED.","2","Deleted",""
"2026/04/16","52149.","A","HI","HI05","HONOKAA","US","A110-3","AIRPORT","GENERAL_REMARK","","3","(A52) BLDG & TANK NORTH OF RWY.","2","Deleted",""
"2026/04/16","52149.","A","HI","HI05","HONOKAA","US","A110-5","AIRPORT","GENERAL_REMARK","","5","FOR CD CTC HCF CENTER AT 808-840-6262","2","Deleted",""
"2026/04/16","52499.","A","HI","HI27","PAAUILO","US","A110-1","AIRPORT","GENERAL_REMARK","","1","AERIAL FERTILIZATION BY MURRAY AIR LTD.","2","Deleted",""
"2026/04/16","52499.","A","HI","HI27","PAAUILO","US","A110-2","AIRPORT","GENERAL_REMARK","","2","OWNER DESIRES ARPT NOT BE CHARTED.","2","Deleted",""
"2026/04/16","52499.","A","HI","HI27","PAAUILO","US","A110-4","AIRPORT","GENERAL_REMARK","","4","FOR CD CTC HCF CENTER AT 808-840-6262","2","Deleted",""
"2026/04/16","52499.","A","HI","HI27","PAAUILO","US","A52-SW","RUNWAY_END_OBSTN","OBSTN_TYPE","SW","1","SUGAR CANE 12' HIGH WHEN MATURED.","2","Deleted",""
"2026/04/16","52500.","A","HI","HI28","PAHALA","US","A110-1","AIRPORT","GENERAL_REMARK","","1","ARPT USED ONLY FOR FERTILIZER & HERBICIDE APPLICATIONS.","2","Deleted",""
"2026/04/16","52500.","A","HI","HI28","PAHALA","US","A110-2","AIRPORT","GENERAL_REMARK","","2","OWNER DESIRES ARPT NOT BE CHARTED.","2","Deleted",""
"2026/04/16","52500.","A","HI","HI28","PAHALA","US","A110-3","AIRPORT","GENERAL_REMARK","","3","(A31-NS) 250 X 70 TURF OVRN ON S END N/S RWY.","2","Deleted",""
"2026/04/16","52500.","A","HI","HI28","PAHALA","US","A110-4","AIRPORT","GENERAL_REMARK","","4","FOR CD CTC HCF CENTER AT 808-840-6262","2","Deleted",""
"2026/04/16","52560.01","A","HI","HI46","PUHI","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","","1","VFR ONLY.","2","Deleted",""
"2026/04/16","52560.01","A","HI","HI46","PUHI","US","A110-1","AIRPORT","GENERAL_REMARK","","1","AERIAL AGRICULTURAL OPERATIONS CONDUCTED CONTINUALLY.","2","Deleted",""
"2026/04/16","52560.01","A","HI","HI46","PUHI","US","A110-2","AIRPORT","GENERAL_REMARK","","2","OWNER DESIRES ARPT NOT BE CHARTED.","2","Deleted",""
"2026/04/16","52560.01","A","HI","HI46","PUHI","US","A110-4","AIRPORT","GENERAL_REMARK","","4","FOR CD CTC HCF CENTER AT 808-840-6262","2","Deleted",""
"2026/04/16","53004.","A","PR","BQN","AGUADILLA","US","A110-30","AIRPORT","GENERAL_REMARK","","30","ARPT CLOSED TO MIL ACFT WITH CLASS 1 HAZARDOUS CARGO 1130Z-1830Z AND 2200Z-0430Z EXCEPT PPR AT 13ATF.TJBQ.PPR@US.AF.MIL","2","Deleted",""
"2026/04/16","53004.","A","PR","BQN","AGUADILLA","US","A110-34","AIRPORT","GENERAL_REMARK","","34","TWY M CLSD PERMLY.","2","Deleted",""
"2026/05/14","00128.","A","AL","ANB","ANNISTON","US","A14","AIRPORT_CONTACT","NAME","MANAGER","1","256-241-7162 (OFFICE)","2","Added",""
"2026/05/14","00128.","A","AL","ANB","ANNISTON","US","A11","AIRPORT_CONTACT","NAME","OWNER","1","CITY MGR MATTHEW A. CABALLERO, JD 256-241-7165 MCABALLERO@ANNISTONAL.GOV","2","Added",""
"2026/05/14","00447.","A","AL","MGM","MONTGOMERY","US","A110-22","AIRPORT","GENERAL_REMARK","","22","ANG RAMP - REDUCED WINGTIP CLEARANCE FOR PARKING SPOTS 11-16 WHEN F-35 LIGHTNING PROTECTION SYSTEMS IN USE.","2","Added",""
"2026/05/14","00447.","A","AL","MGM","MONTGOMERY","US","A110-23","AIRPORT","GENERAL_REMARK","","23","RSTD - TWY E 35' WIDE, MIL ACFT RSTD FM USE.","2","Added",""
"2026/05/14","00464.5","A","AL","AL89","OPELIKA","US","A31-07/25","RUNWAY","RWY_LEN","07/25","1","ONLY 1,600FT OF RWY LEN IS MKD","2","Added",""
"2026/05/14","00624.02","A","AZ","28AZ","AGUILA","US","A30-17/35","RUNWAY","RWY_ID","17/35","1","1 FT DITCH ALG E & W SIDES. 200 FT OVRN RWY 17 END.","2","Added",""
"2026/05/14","00689.","A","AZ","GXF","GILA BEND","US","A110-35","AIRPORT","GENERAL_REMARK","","35","SVC LGT: RWY EDGE LGTS LTD TO MIRLS. USE CTN FOR NSTD, NON-COINCIDENTAL FRANGIBLE INFRA-RED LGT LCTD BTN 1000 FT AND 7000 FT FR LDG THLD.","2","Added",""
"2026/05/14","00729.","A","AZ","FFZ","MESA","US","A110-23","AIRPORT","GENERAL_REMARK","","23","LDG FEES IN EFCT.","2","Added",""
"2026/05/14","00756.78","A","AZ","E37","PIMA","US","A11","AIRPORT_CONTACT","NAME","OWNER","1","BRIAN DOYLE - 413-446-6388.","2","Added",""
"2026/05/14","00777.","A","AZ","48AZ","RIMROCK","US","A30A-23","RUNWAY_END","RWY_END_ID","23","1","DEP RWY HDG UNTIL 4500 FT BFR L TURN.","2","Added",""
"2026/05/14","00777.","A","AZ","48AZ","RIMROCK","US","A42-05_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","05","1","BLUE LGTS.","2","Added",""
"2026/05/14","00777.","A","AZ","48AZ","RIMROCK","US","A42-23_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","23","1","BLUE LGTS.","2","Added",""
"2026/05/14","00816.","A","AZ","TUS","TUCSON","US","A110-48","AIRPORT","GENERAL_REMARK","","48","TWY C CLSD TO WINGSPAN GTR THAN 118 FT & TAIL HGT GTR THAN 45 FT.","2","Added",""
"2026/05/14","00880.","A","AR","BVX","BATESVILLE","US","A43-26","RUNWAY_END","VGSI_CODE","26","1","UNUSBL BYD 7 DEGS LEFT AND 7 DEGS RIGHT OF RWY CNTRLN.","2","Added",""
"2026/05/14","00987.","A","AR","FSM","FORT SMITH","US","A110-16","AIRPORT","GENERAL_REMARK","","16","ANG - PPR MIN 72 HRS NOTICE RQRD, CTC AFLD MGMT C479-573-5925/5352.","2","Added",""
"2026/05/14","01208.","A","AR","05XS","WILMOT","US","A110-2","AIRPORT","GENERAL_REMARK","","2","TWO 300 FT CELL TWRS APPROX 1/2 MILE S OF RWY 02 THR, ALIGNED WITH THE APCH TO RWY 02.","2","Added",""
"2026/05/14","01356.1","A","CA","L62","BUTTONWILLOW","US","A14","AIRPORT_CONTACT","NAME","MANAGER","1","DIRECTOR, KERN COUNTY AIRPORTS","2","Added",""
"2026/05/14","01986.","A","CA","ONT","ONTARIO","US","A110-55","AIRPORT","GENERAL_REMARK","","55","TWY F SOUTH OF TWY S RSTRD TO ACFT WITH 117 FT WINGSPAN AND SMALLER. TWY F SOUTH OF RWY 26L RSTRD TO ACFT WITH 180 FT WINGSPAN.","2","Added",""
"2026/05/14","02089.","A","CA","RDD","REDDING","US","A39-13/31","RUNWAY","PCN","13/31","1","PCR VALUE: 350/F/C/X/T","2","Added",""
"2026/05/14","02089.","A","CA","RDD","REDDING","US","A39-17/35","RUNWAY","PCN","17/35","1","PCR VALUE: 500/F/B/X/T","2","Added",""
"2026/05/14","02089.","A","CA","RDD","REDDING","US","A30-13/31","RUNWAY","RWY_ID","13/31","1","RWY 13/31 NOT AVBL FOR PART 121/PART 380 OPS WITH SKED PAX CARRYING OPS MORE THAN 9 PAX SEATS AND NON-SKED PAX CARRYING OPS MORE THAN 30 PAX SEATS.","2","Added",""
"2026/05/14","02089.","A","CA","RDD","REDDING","US","A42-13_COND","RUNWAY_END","RWY_MARKING_COND","13","1","MRKGS FADED.","2","Added",""
