airwayKey,awyId,awyDesignation,regulatory,remark,airwayString,updateDate,sourceCycle,sourceTable,sourceRowId
AIRWAY:V32,V32,V,Y,,FMG OHOSO HZN HOTIC LLC ZUSRU FESKO WIKLO BAM JOKNA OLGAA BQU SPATS UHEPI BVL ZONSU BAGGI CEVAR YADDY STACO WEGET SALTA TCH COOLI EXILE FBR,2018/09/10,2026-05-14,AWY_BASE,1142
AIRWAY:V320,V320,V,Y,,MCG IRUCU ERLAN WINOR FFITZ FRIDA RUNTL BDRIK KAYTI TED HOPER MURYY NELLI KEBAB JOH,2025/08/15,2026-05-14,AWY_BASE,1143|1144
AIRWAY:V321,V321,V,Y,,EHM DAJOB EXIPE AKN OSKOE BATTY AUGEY ELDOH HOM,2017/05/25,2026-05-14,AWY_BASE,1145|1146
AIRWAY:V322,V322,V,Y,,AKN KONIC WORRI MALLT HOM,2018/03/28,2026-05-14,AWY_BASE,1147
AIRWAY:V323,V323,V,Y,,MGM FITTZ PEECH KOMER EUF RENFO PREST WILMS,2022/05/25,2026-05-14,AWY_BASE,1148
AIRWAY:V324,V324,V,Y,,GCC DEBBI CZI CHAPY RLY,2017/05/25,2026-05-14,AWY_BASE,1149
AIRWAY:V325,V325,V,Y,,CAE VESTO AHN DALAS CARAN FELTO MAYES GAD SNEAR JOSEP FEWER,2024/03/28,2026-05-14,AWY_BASE,1150
AIRWAY:V326,V326,V,Y,,FIM GINNA SUANA CANOG VNY,2017/05/25,2026-05-14,AWY_BASE,1151
AIRWAY:V327,V327,V,Y,,PXR KNOBB RADOM ZCARR FERER MINGY OATES FLG,2025/08/26,2026-05-14,AWY_BASE,1152
AIRWAY:V328,V328,V,Y,,JAC EBACA TUVOC IDECA BPI SEYTO FETLI OCS CEBAL SNAKY CELIA MEKWY HUPEG CHE EGFAX HABRO SBURG TILLI GUVYU RLG DOBEE SKEED POWDR DVV,2026/03/26,2026-05-14,AWY_BASE,1153
AIRWAY:V33,V33,V,Y,,BAL MEHAN SKILS TAFFI SHILO VINNY GRAMO HAR PYCAT MCMAN RASHE PSB ETG,2023/06/20,2026-05-14,AWY_BASE,1154
AIRWAY:V330,V330,V,Y,,ILR GAYTE NOFFE CADKI BOYCA BOI IDA OSITY LUDIC PIINE JAC DNW NEEDS ROWEY ARUXY RIW JUMKO DDY,2023/06/20,2026-05-14,AWY_BASE,1155
AIRWAY:V332,V332,V,Y,,FRA HNW COLOM MRGGO DURHA SATNE RBL,2017/05/25,2026-05-14,AWY_BASE,1156
AIRWAY:V333,V333,V,Y,,HPB KINWA ITKIC JTSKI HALEM FAIRE JAXVI OME,2024/07/29,2026-05-14,AWY_BASE,1157|1158
AIRWAY:V334,V334,V,Y,,AUGEY WALUS CLAMS BEYAY ZIPPS ENA SWANS TED,2011/05/17,2026-05-14,AWY_BASE,1159|1160
AIRWAY:V336,V336,V,Y,,ELN ICEBE ZAXUL QUINT COYYA EPH,2017/08/28,2026-05-14,AWY_BASE,1161
AIRWAY:V338,V338,V,Y,,LIN MUREQ HNW SWR,2023/06/09,2026-05-14,AWY_BASE,1162
AIRWAY:V34,V34,V,Y,,ROC FAULT BEEPS PTAKI HNK RIMBA PRNCE FILPS WEETS PWL MOONI ZATMI SORRY SEALL MAD CREAM BOROS GARRD SUFOK SEY NEWBE BENNT ACK,2024/03/28,2026-05-14,AWY_BASE,1163
AIRWAY:V341,V341,V,Y,,CID ANOSA DBQ JIJLU BAULK DALEY THEBO MSN RANDO DOYAG BADAN OSH GRB,2025/02/24,2026-05-14,AWY_BASE,1164
AIRWAY:V343,V343,V,Y,,DBS PUFFS WAIDE QUERY JOXIT RANEY WOMET GATEY BZN THESE SUZZY GUSIE EVVER,2015/11/04,2026-05-14,AWY_BASE,1165
AIRWAY:V344,V344,V,Y,,DPR JOBOD CALOG UNIBY ABR OPLOW OPILY EVUKY DAYAV FAR,2026/03/19,2026-05-14,AWY_BASE,1166
AIRWAY:V345,V345,V,Y,,DLL HURST MILTO FALEN EAU,2026/03/26,2026-05-14,AWY_BASE,1167
AIRWAY:V347,V347,V,Y,,LOZ SALTZ HCH,2021/09/16,2026-05-14,AWY_BASE,1168
AIRWAY:V35,V35,V,Y,,RSW CEXAN CHARO SABEE MURDO PAIRS CARIR PIE SINCA GLOSS MADDI JOTNO DACHA AHN JOSPI BOWMN HARTI ELW PEDAL CLEVA DOODD TUXDO SUG BUSIC ROANS HMV GZG ZOMAD STACY SLINK MACET DIPUH HVQ GLAZE WARDO CARLA BENZO CKB MGW PSB BLAZE SFK,2025/06/17,2026-05-14,AWY_BASE,1169
AIRWAY:V350,V350,V,Y,,BET DAHLS ENM CECVA VOCUR KUWOZ OME,2025/09/29,2026-05-14,AWY_BASE,1170
AIRWAY:V351,V351,V,Y,,DLG PDN,2017/05/25,2026-05-14,AWY_BASE,1171
AIRWAY:V354,V354,V,Y,,IRW OVAYE TRUMP GULLI PER OBDAW UBWIK EMP,2017/05/25,2026-05-14,AWY_BASE,1172
AIRWAY:V355,V355,V,Y,,UKW DOPEY HUNKI SPS,2015/12/30,2026-05-14,AWY_BASE,1173
AIRWAY:V356,V356,V,Y,,DBL FISTR FIDLE ELORE DVV,2023/01/03,2026-05-14,AWY_BASE,1174
AIRWAY:V357,V357,V,Y,,ODK WABAK INNOL MOCHO GERKS SANER HOM,2022/09/09,2026-05-14,AWY_BASE,1175|1176
AIRWAY:V358,V358,V,Y,,SAT GUADA STV FLIES AGJ SONET WAKMO ACT,2024/08/30,2026-05-14,AWY_BASE,1177
AIRWAY:V359,V359,V,Y,,CFDNC WEGUS LRD,2020/09/08,2026-05-14,AWY_BASE,1178
AIRWAY:V361,V361,V,Y,,RSK MARKE UNLAP SCRUB LYZZA MTJ ICIES GEJYU DIRDY PITMN DBL VAILE RRIVR KIMBL FOTTY RLG ALLAN BARGR CYS,2019/01/04,2026-05-14,AWY_BASE,1179
AIRWAY:V363,V363,V,Y,,MZB CARIF HURSI OORAH OFREE DANAH ELB WOKRO JOGIT POXKU PRADO RNDAL BAYJY POM,2018/03/23,2026-05-14,AWY_BASE,1180
AIRWAY:V364,V364,V,Y,,LINCO SUG WEAKS UNICO HMV,2010/06/02,2026-05-14,AWY_BASE,1181
AIRWAY:V365,V365,V,Y,,BYI ACFIJ JATTS ZELOR ROCCA IDA RIGBY SABAT LVM ZUBLI BZN MENAR GODFE SWEDD CUSRI HLN USOBE KOTLE CUSDA WOKEN ROSOE SHIMY CHOTE PENRY WELUR CTB,2021/04/05,2026-05-14,AWY_BASE,1182
AIRWAY:V366,V366,V,Y,,HGO CONAL QUAIL JEFEL AVNEW HUNTN FQF,2012/05/23,2026-05-14,AWY_BASE,1183
AIRWAY:V367,V367,V,Y,,INL JGRLN,2021/04/05,2026-05-14,AWY_BASE,1184
AIRWAY:V368,V368,V,Y,,ALS RODDS WAPRE BRAZO MANUL TURLY RSK,2025/08/15,2026-05-14,AWY_BASE,1185
AIRWAY:V37,V37,V,Y,,CRG SSI BROUN HARPS WOHPY KELER SAV TILLS WIXON ALD NORMS SALLY CAE BEFTY BLOTS GREAT RICHE ZUKUR CIBOB CLT MOPED OWALT JOTTA MEGXE DOILY PSK ZOOMS PEEBE OAKLE HAWKI EKN CKB TEDDS AKSAR CETPU EWC,2025/06/09,2026-05-14,AWY_BASE,1186
AIRWAY:V370,V370,V,Y,,LAX DODGR LAHAB PRADO WISUP PDZ EDITS SETER BANDS GARNE PSP STOWN TNP,2021/09/24,2026-05-14,AWY_BASE,1187
AIRWAY:V372,V372,V,Y,,SLI JOGIT KAYOH FRETS HDF BANDS AHLEX GARNE PSP CONES BLH,2020/05/19,2026-05-14,AWY_BASE,1188
AIRWAY:V373,V373,V,Y,,GSO UZUDO EETEE SDZ,2017/05/25,2026-05-14,AWY_BASE,1189
AIRWAY:V374,V374,V,Y,,CFB QTIPP MSLIN GAYEL VOLLU MICAL CMK DENNA BETHA CREAM FLIBB YODER KURTY GON WACKY MINNK FALMA MVY,2025/08/01,2026-05-14,AWY_BASE,1190
AIRWAY:V375,V375,V,Y,,GVE MAZKO HANEY FLUKY,2025/04/16,2026-05-14,AWY_BASE,1191
AIRWAY:V376,V376,V,Y,,RIC EPICS DEGAY BEUGA PEGBY JIMBE GRUBY OJAAY SABBI IRONS,2024/03/28,2026-05-14,AWY_BASE,1192
AIRWAY:V377,V377,V,Y,,MOL TTUMS TEAKK ESL ELGEE TOMAC HGR SCAPE HAR,2018/09/10,2026-05-14,AWY_BASE,1193
AIRWAY:V378,V378,V,Y,,BAL ENSUE DLUCA CLIPR TRISH BELAY TROYZ NUGGY MXE,2024/03/28,2026-05-14,AWY_BASE,1194
AIRWAY:V379,V379,V,Y,,DEALE GRACO ENO,2022/12/30,2026-05-14,AWY_BASE,1195
AIRWAY:V38,V38,V,Y,,MZV GENSO WYNET TRIDE KELSI MEITZ MEDAN OCEDO EON LUCIT MAPPS DENAM CLEFT TELEY OYIDU FWA CHIZM WINES JPU TRION SACKY JULEA ZOBIG BENZO PAGVE EKN BUGEL DEKAY CEROL ZEDPA MITER GVE EMMIE ROOKY RIC NEMAN HCM JUDLU TERKS LNSKY,2025/08/14,2026-05-14,AWY_BASE,1196
AIRWAY:V381,V381,V,Y,,BIH EVERR NIKOL,1995/05/30,2026-05-14,AWY_BASE,1197
AIRWAY:V382,V382,V,Y,,JNC ECNOF ETL DRO,2020/09/18,2026-05-14,AWY_BASE,1198
AIRWAY:V384,V384,V,Y,,LVT JELLO WINNA VXV,2021/09/15,2026-05-14,AWY_BASE,1199
AIRWAY:V385,V385,V,Y,,HPB ENM PICNI KOZOC KEGEY WARVI UNK,2024/07/29,2026-05-14,AWY_BASE,1200|1201
AIRWAY:V386,V386,V,Y,,RZS OHIGH FIM VAZCU UMBER SAUGS PMD ZOREN IMSIJ APLES SOGGI BRGET OKACO YUCCA PSP,2026/01/30,2026-05-14,AWY_BASE,1202
AIRWAY:V387,V387,V,Y,,MFE PYRAN REX,2021/04/05,2026-05-14,AWY_BASE,1203
AIRWAY:V388,V388,V,Y,,TED NAPTO ENA,2021/09/14,2026-05-14,AWY_BASE,1204|1205
AIRWAY:V389,V389,V,Y,,CIM SAYKA FOGLE EARLS JOGEL RADIO PUB DRAKE ADANE LUFSE FQF,2020/03/31,2026-05-14,AWY_BASE,1206
AIRWAY:V39,V39,V,Y,,SDZ MERIL SNOWS UXEWE SEGPE SBV INSAC SHEPS COLAB ARVON GVE WITTO LURAY KERRE AANTS HOAGE MRB MAPEL ROBRT MULRR HYPER BINNS DELRO JOANE LRP BOYER FLOAT ETX ELIOT SAX WANVA BREZY VOLLU MICAL CMK GREKI SOARS MOONI STUBY SASHA MOLDS CTR AUG LIPVE RINTH MLT CROIX PQI GRINS,2024/12/23,2026-05-14,AWY_BASE,1207
AIRWAY:V391,V391,V,Y,,RSK PLATA CEZ YURVE DVC PAROX JNC MACKS ELIZZ ZIKOS BONGO ENSEN VEL OCS,2018/05/22,2026-05-14,AWY_BASE,1208
AIRWAY:V392,V392,V,Y,,OAK SALAD ALTAM OAKEY VISTO SAC ROZZY HAGAN AUDIO CONYO SIGNA TRUCK VERDI FMG,2023/06/09,2026-05-14,AWY_BASE,1209
AIRWAY:V393,V393,V,Y,,TUS OLS AKACU CFSMG,2020/03/30,2026-05-14,AWY_BASE,1210
AIRWAY:V394,V394,V,Y,,SLI AHEIM POWUP DOWDD ADAMM POM CALBE MEANT GARDY HESPE APLES BASAL DAG DISBE CHRLT CLARR OASYS LAS SUVIE MMM,2026/03/17,2026-05-14,AWY_BASE,1211
AIRWAY:V395,V395,V,Y,,TUS ARVEY OLS CFWHS,2023/10/03,2026-05-14,AWY_BASE,1212
AIRWAY:V398,V398,V,Y,,RWF KUKGE ZELET ALMAY KASPR RST,2022/10/31,2026-05-14,AWY_BASE,1213
AIRWAY:V399,V399,V,Y,,VHP ADVAY JELLS JAKKS BVT ERNEY YIXCI KENLA EON,2021/09/24,2026-05-14,AWY_BASE,1214
AIRWAY:V4,V4,V,Y,,TOU JAWBN DIGGN LOFAL SEA BLAKO HUMPP RADDY CHINS CADED TITON GLEED YKM SUNED BRUKK AMPLE LACIB CORDO PDT PIANO HEKPI LACED BKE HOVEL PAYET EMETT NICPE BOI ATETY CANEK ALKAL GOODE JEROT TFALZ HAZZL BYI MEDEA MLD TINRE FILOB HODNI GEGME GRIPS OCS ARUTE CKW ZOLGA TRUMA KLASH NATTI LYMPS LAR FLEMS BARGR WISER GLL HOYTT TXC FLAGG EHVER GLD DEPAY CUGGA HLC PUQZE WESAL SLN ZITIK VASCO DIVBE CEKIS DRAMA ALMAS WEVAL MOPPS ULNAZ TOP ROVVO MCI LYMES LEXIN YOJCO HLV JAGGI MEMAC CABIT SADEN STL TOY BREEZ ENL ZOLLI DAHLL HILTS PXV LAMBS APALO DOWNS ZOGUN NADDI BETHY IIU FEDRA HYK HVQ CAMMA ITALY FILES REACH EKN OMIYO ESL SOGBE DRUZZ TRIXY HOAGE JASEN MANNE GILBY AML,2025/02/27,2026-05-14,AWY_BASE,1215|1216
AIRWAY:V401,V401,V,Y,,RLY RANKK JITIP JYMBO DDY,2021/09/29,2026-05-14,AWY_BASE,1217
AIRWAY:V402,V402,V,Y,,TCC MOSER PORCU SIDER PNH BRISC EYMUV MMB,2023/03/03,2026-05-14,AWY_BASE,1218
AIRWAY:V403,V403,V,Y,,BELAY GLOMO SPERY PTW DIRPE SBJ,2017/05/25,2026-05-14,AWY_BASE,1219
AIRWAY:V404,V404,V,Y,,CDS SNEED ELECT SPS,2019/06/24,2026-05-14,AWY_BASE,1220
AIRWAY:V405,V405,V,Y,,BELAY GLOMO SPERY PTW ZUVIV LANNA SBJ PIYIN FALLZ NYACK CMK NOBBI CASSH PWL VEERS COBOL BAF KIBBE WITNY PUT PVD FALMA MVY,2023/01/19,2026-05-14,AWY_BASE,1221
AIRWAY:V407,V407,V,Y,,BRO HRL JIMIE LOCOE JETTY CRP ROKKI WORRY AUSTS BLOKS IVOLY TANNA PSX GLAND IAH DAS LFK EXITE MOKPE EMG INWAM ELD,2021/09/23,2026-05-14,AWY_BASE,1222
AIRWAY:V408,V408,V,Y,,ROBRT GATHR VINNY KITHE MERLL GLOMO MXE PTW HIKES ETX FJC,2024/04/09,2026-05-14,AWY_BASE,1223
AIRWAY:V409,V409,V,Y,,CLT LOCAS GANTS LIB GUSES RDU,2018/09/19,2026-05-14,AWY_BASE,1224
AIRWAY:V412,V412,V,Y,,RWF DRAIL FCM,2021/10/06,2026-05-14,AWY_BASE,1225
AIRWAY:V413,V413,V,Y,,GEP WAGNR ANDDE BITLR EAU LAYVU RUSSH ERIYI IWD,2025/11/28,2026-05-14,AWY_BASE,1226
AIRWAY:V415,V415,V,Y,,MGM WETUM SEMAN CAMPP GIFFY HEFIN NELLO ANNYE TALLE ODF PEDAL PELAM SPA EHAXY LOCKS,2023/04/27,2026-05-14,AWY_BASE,1227
AIRWAY:V417,V417,V,Y,,VUZ HOKES MAYES GORGO RMG YESVU NELLO AHN OCENU DANBI TIGNA MSTRS KANDY IRQ STUGE ALD STOAS CUBER CHS,2022/05/26,2026-05-14,AWY_BASE,1228
AIRWAY:V419,V419,V,Y,,EMI HERES MXE FROSE MUDNE DASDE MAZIE HARRS BIGGY SBJ PIYIN FALLZ NYACK CMK GREKI SOARS JUDDS BRISS,2024/05/13,2026-05-14,AWY_BASE,1229
AIRWAY:V420,V420,V,Y,,GRB AGOMA NENSE ZUXIN FEPEX TVC,2024/10/30,2026-05-14,AWY_BASE,1230
AIRWAY:V421,V421,V,Y,,ZUN GUP DERTY CHACO RSK DRO ZEANS LAZON POWES COGRI HBU WENDT CAZUU SKIER DBL VAILE RRIVR KIMBL FOTTY RLG HETGI ACAGI BQZ ECHOA HAHNS,2023/07/14,2026-05-14,AWY_BASE,1231
AIRWAY:V422,V422,V,Y,,OLK TWERP FBC,2023/04/14,2026-05-14,AWY_BASE,1232
AIRWAY:V423,V423,V,Y,,FQM TWIIN CFB,2020/07/15,2026-05-14,AWY_BASE,1233
AIRWAY:V425,V425,V,Y,,BFM ZUGTI WORIR AXSIS,2014/10/09,2026-05-14,AWY_BASE,1234
AIRWAY:V427,V427,V,Y,,AKN ZAMOM OLAYA TOMMY BISAY NUTUW RINGO ALUPE NONDA,2020/11/04,2026-05-14,AWY_BASE,1235
AIRWAY:V428,V428,V,Y,,BKA PELTE SSR,2024/07/15,2026-05-14,AWY_BASE,1236
AIRWAY:V429,V429,V,Y,,CMI LUDLO RBS SERCY MEDAN JOT,2021/04/16,2026-05-14,AWY_BASE,1237
AIRWAY:V430,V430,V,Y,,CTB HEKIT AGRYN WEBVO ETOHO HVR ISITE CAGAT BOWDN KEEVR GGW NEGAE DORIA RILMY DUCBA OFEGY BETKE ISN OFBUF UNCUP FONIA ERUVE WELOG CUDRI MOT GFK ROPBO UGACU TVF ZALSO BLUOX BUCAN YOBRI GPZ MAZPI CIBNA GECRE MATEC DLH MASWE LAZNU HUGRA NOYIC WASPS CEVLU IWD,2025/02/26,2026-05-14,AWY_BASE,1238
AIRWAY:V431,V431,V,Y,,REVER SOSYO LOBBY BRONC GDM,2024/05/17,2026-05-14,AWY_BASE,1239
AIRWAY:V432,V432,V,Y,,TRM PKE,2025/02/18,2026-05-14,AWY_BASE,1240
AIRWAY:V433,V433,V,Y,,DQO SAVVY STEFE SOMTO ARD MERSR METRO PLEXS BONIE KILMA GRITY TICKL PROUD DIALS LGA DUNBO WRENN PRENO ZONKO BDR DENNA FZOOL LOVES DEEDE PWL TRESA CYPER PETER CODDI RKA SHERB EATEN DINNO TEBOR STODA FAYET SYR,2023/06/09,2026-05-14,AWY_BASE,1241
AIRWAY:V434,V434,V,Y,,MZV ONEID VICKS GREGG PIA MACIN NINIC MCLEN LODGE CMI EMTEE JAGER LUNEY JAZZY ALLOE ANTTI VHP,2024/07/05,2026-05-14,AWY_BASE,1242
AIRWAY:V435,V435,V,Y,,HOM AFWAF KASSI ENA,2011/12/09,2026-05-14,AWY_BASE,1243
AIRWAY:V436,V436,V,Y,,TED HEVEB TAGER TKA EGRAM AILEE DATAY ENTTA FAI,2022/11/10,2026-05-14,AWY_BASE,1244|1245
AIRWAY:V437,V437,V,Y,,MLB AWINY OVIDO KIZER OMN COKES COBOK JETSO SUBER HOTAR STARY CATHY KELER SAV YUHVY CINBA NOMAS TERLY BAGGY JACKE CULAP CHS GINNE HERMN MUGSE WESEL FILLI NUTAL FLO,2025/02/24,2026-05-14,AWY_BASE,1246
AIRWAY:V438,V438,V,Y,,ODK CINEK SHUYA KOMNA HOM FOLAR ZIBVI ORAIL SKILA NAPTO TED BGQ SURES CAWIN LIBER GLOWS FAI CHATA BURMA BIJOU FYU LECIB OMEDE TUVVO JEKPU RIGGS OILEE WIMAN UVALL SCC YIGUF OOSIK FAMUN TUNDA OKIKE SEJYY BRW,2021/10/14,2026-05-14,AWY_BASE,1247|1248
AIRWAY:V439,V439,V,Y,,ODK JIMON BAREL JEKEX HOM,2020/03/20,2026-05-14,AWY_BASE,1249|1250
AIRWAY:V44,V44,V,Y,,COU HODGS FTZ FEKRO MOODS SUGAR DUTMY COFEY ENL JPU BENDS RANDE STORE MGW PINIC BAABY LIZIO KEYER MUMSY MRB WOOLY YANNI BAL PALEO AGARD SPEAK CANNY DONIL SIE HOGGS PANZE WINKK KARRS GAMBY CAMRN SATES CREEL DPK BELTT NESSI BDR DENNA FZOOL LOVES DEEDE PWL GELAW ATHOS GROUP ALB,2026/03/16,2026-05-14,AWY_BASE,1251
AIRWAY:V440,V440,V,Y,,OME ZUTSU APUYO WONAB GOLOS EARMI UNK YAGUN YUCON GANES KECTE MCG IRUCU ERLAN WINOR FFITZ FRIDA IVANN TED HOPER MURYY MODDS MDO IDAME OCULT LLMAR YAK HOLIE CENTA HAPIT SALIS JETUT BKA LATCH EEVER MOCKA,2025/08/01,2026-05-14,AWY_BASE,1252|1253
AIRWAY:V441,V441,V,Y,,MDO DEALS SEWAR BROIL HATUL TED,2017/05/25,2026-05-14,AWY_BASE,1254|1255
AIRWAY:V442,V442,V,Y,,PDZ RRIZE CAPTZ EMMLN APLES HEC CLIPP WAGJI PKE,2020/05/19,2026-05-14,AWY_BASE,1256
AIRWAY:V444,V444,V,Y,,BTT HORAG CYCLE BRION LIVEN HESSE FAI KRNKL IMARE RIVOR BIG MEYLE EGAXE CUGCA CIMGO ORT JITOT YEDNU OLARU,2025/08/01,2026-05-14,AWY_BASE,1257|1258
AIRWAY:V445,V445,V,Y,,FAI WILTS TOLLO RAMPA KANUT BTT,2017/05/25,2026-05-14,AWY_BASE,1259
AIRWAY:V448,V448,V,Y,,OED PITON SAMIE MOPIO RBG ACONI DRAIN FRITT EUG LATHE GLORR ENDNG MAVER GLARA MULES BTG DMAZH OJUMU LEARN ANGOO OXNAS SIMCO WIKIK YKM FEBUS RUBEL MWH BATUM SUBDY ZOOMR YICUB GANGS GEG PYPER EPENE JURSY KARPS CLASS EYESE OLIBY KILLY FCA,2022/03/24,2026-05-14,AWY_BASE,1260
AIRWAY:V45,V45,V,Y,,EWN WILUN ISO HOPIM TILTZ ESTER WADUG BRADE WENDI RDU CHAPL SNOWS HOJPA KIMES GSO PROVE FREON WILIZ NANKY PSK ERATH HECKE BLF KEGLY HVQ MBS SEEKS SNOWW WHOOP TUSYU AILES APN RNAND REEFY HITAM SSM,2025/06/10,2026-05-14,AWY_BASE,1261
AIRWAY:V452,V452,V,Y,,ULL ITHOD GELRE SUZYY OME EZATY MOS JAYQE JAGGU DIBVY GAL ZOMBY HORSI BONET OLSEE ENN,2018/07/02,2026-05-14,AWY_BASE,1262|1263
AIRWAY:V453,V453,V,Y,,AKN YEYYU YONXU UFTIV DLG ENYUJ BUGPE ALTEY EDUCE BET WAXIM WAPRO VUSUY UNK,2022/11/10,2026-05-14,AWY_BASE,1264|1265
AIRWAY:V454,V454,V,Y,,AKN EXIPE DAJOB QOPRI DLG,2004/10/07,2026-05-14,AWY_BASE,1266|1267
AIRWAY:V455,V455,V,Y,,RQR WAVEZ PCU PLUGG LBY TEGBE SOSOE UTOWE NOVCA MEI,2017/05/25,2026-05-14,AWY_BASE,1268
AIRWAY:V456,V456,V,Y,,CDB WETSI BINAL TANIE OLLER NOGAE AKN STREW BITOP NOSKY TUCKS ACIGE ENA SWANS TED BGQ MATTA ZEXTU UREKA SMOKY TAKOC ERWAC GKN HOVUK SANKA JUTBU ZIDOR ORT,2023/02/27,2026-05-14,AWY_BASE,1269
AIRWAY:V457,V457,V,Y,,ILI MARVN AWOMY MOFOF ENA,2021/08/09,2026-05-14,AWY_BASE,1270|1271
AIRWAY:V458,V458,V,Y,,SXC AVOLS PACIF HUBRD OCN VISTA ROBNN BONDO JLI KUMBA NICKK IPL ARGUS HEEDS ARAZI BZA,2023/11/27,2026-05-14,AWY_BASE,1272
AIRWAY:V459,V459,V,Y,,SLI DODGR DARTS BERRI KIMMO SAUGS LHS JEFFY LOPES AMONT WRING TTE EXTRA ALTTA SIBOC FRA COGOL BAGBY HOFED HABXU LIN,2019/08/14,2026-05-14,AWY_BASE,1273
AIRWAY:V46,V46,V,Y,,DPK PAZTA CCC HTO LIBBE OSSER FLAPE DEEPO CLAMY ACK,2023/01/09,2026-05-14,AWY_BASE,1274
AIRWAY:V460,V460,V,Y,,MZB HAILE RYAHH BARET CANNO JLI KARRO BOREN HENOM MOMAR SHADI BLH,2025/08/01,2026-05-14,AWY_BASE,1275
AIRWAY:V461,V461,V,Y,,GBN BXK,2010/11/16,2026-05-14,AWY_BASE,1276
AIRWAY:V462,V462,V,Y,,EHM CEKBA PEDUJ DLG OCDIJ UVHAL KOWOK ZUNOS SAHOK FAGIN NONDA NEARR BLUGA AMOTT GASTO TED,2025/09/09,2026-05-14,AWY_BASE,1277
AIRWAY:V465,V465,V,Y,,BQU MUNGO BUCAK ELROD LWL SHEAR MLD LUNDI OLNUE GIGSE CILEG ELKHO ECUNA JAC DNW TOCUD REDLO HAKDI CUKUV LAREI BIL KOXMY NIBBE CONUK ASHLI MLS ZITGA ACAKO EXADE LAMBE FOGBA ISN,2021/07/02,2026-05-14,AWY_BASE,1278
AIRWAY:V466,V466,V,Y,,VXV NEYLN GOODL TAMPI FARLI YUMMY HILTO GZG MIFJU DORFF KLAND ROCIR PSK,2025/06/23,2026-05-14,AWY_BASE,1279
AIRWAY:V468,V468,V,Y,,BTG DMBOR AXQOX TROTS ADOJA SWANY HITCH YKM GLEED SELAH GEBTE KADSE ELN,2017/08/28,2026-05-14,AWY_BASE,1280
AIRWAY:V469,V469,V,Y,,LYH LUCLI RADIA RELEE BOOME IFAVU EXRAS BRUCY BOIER EKN TYGAR MGW ZETGA OTOWN NESTO QUARY JST HAR JOANE RICKF MERLL DQO OOD,2024/07/16,2026-05-14,AWY_BASE,1281
AIRWAY:V47,V47,V,Y,,ROD KINDE FBC,2025/04/11,2026-05-14,AWY_BASE,1282
AIRWAY:V470,V470,V,Y,,PSK TABER PARTE MONAT LYH,2025/04/23,2026-05-14,AWY_BASE,1283
AIRWAY:V471,V471,V,Y,,BGR HOSEP MLT,2021/04/28,2026-05-14,AWY_BASE,1284
AIRWAY:V472,V472,V,Y,,ECG WINAL BERTI SUWHT ZAGGY ISO,2025/06/23,2026-05-14,AWY_BASE,1285
AIRWAY:V473,V473,V,Y,,LVD FLIPS BKA,2022/11/10,2026-05-14,AWY_BASE,1286|1287
AIRWAY:V476,V476,V,Y,,LYH SWARM BRAIL TURCO GVE,2011/11/10,2026-05-14,AWY_BASE,1288
AIRWAY:V477,V477,V,Y,,GAL NIVUE HISOB HSL ATAGO DESOY WLK,2024/09/05,2026-05-14,AWY_BASE,1289|1290
AIRWAY:V479,V479,V,Y,,DQO WILJR RUUTH MENGE ZIDET ARD,2023/10/06,2026-05-14,AWY_BASE,1291
AIRWAY:V48,V48,V,Y,,BRL LOGOS PIA,2024/10/25,2026-05-14,AWY_BASE,1292
AIRWAY:V480,V480,V,Y,,ADK HIGDO FATMU SPY KEREC HYLEE ZESKA NAVIC BET HOLIN CABOT ANIAK JOANY MCG KICEB MEFRA ENN FAI,2025/08/15,2026-05-14,AWY_BASE,1293
AIRWAY:V481,V481,V,Y,,JOH FIDAL ROBES KLUNG RICOC GKN DOZEY KAGEC PAXON BIG HUTIL DEYEP FYU,2023/07/05,2026-05-14,AWY_BASE,1294|1295
AIRWAY:V483,V483,V,Y,,DPK JOHNE RYMES CMK NOBBI CASSH IGN WEETS FILPS PRNCE RIMBA DNY RKA SHERB EATEN DINNO TEBOR STODA FAYET SYR WACOR LYSAN DINES ROC,2026/03/26,2026-05-14,AWY_BASE,1296
AIRWAY:V484,V484,V,Y,,HLE KINZE JEROT TOXEE TWF FERUD WODEN CEEDY DRYAD SWITZ HOGUP CAUSE RIDEN JOSIF TCH PARLE MTU IGEHU WINDO JNC AYEDY MIRXE BATTZ HAQHY BRUUK ICIES HBU LUISS ICORY HOMME ALS,2025/04/15,2026-05-14,AWY_BASE,1297
AIRWAY:V485,V485,V,Y,,VTU HENER OHIGH FLW,2021/03/29,2026-05-14,AWY_BASE,1298
AIRWAY:V487,V487,V,Y,,LGA DUNBO WRENN PRENO ZONKO BDR TRUDE SOARS MOONI STUBY BOWAN HIDAL CANAN CAM JOGIM GRISS ENSON WEIGH WINLA BTV,2021/06/16,2026-05-14,AWY_BASE,1299
AIRWAY:V488,V488,V,Y,,HPB AKELT GOYWI ALMOT HERLA UNK EDMON VENCE GAL KUHZE FECFO CIBEB CHOKK NELTE TAL SATUE REEBA GOLLY MINTO FAI,2025/10/02,2026-05-14,AWY_BASE,1300
