airwayPathKey,airwayKey,awyId,awyLocation,awyDesignation,airwayString,sourceCycle,sourceTable,sourceRowId
AIRWAY_PATH:V366:C,AIRWAY:V366,V366,C,V,HGO CONAL QUAIL JEFEL AVNEW HUNTN FQF,2026-05-14,AWY_BASE,1183
AIRWAY_PATH:V367:C,AIRWAY:V367,V367,C,V,INL JGRLN,2026-05-14,AWY_BASE,1184
AIRWAY_PATH:V368:C,AIRWAY:V368,V368,C,V,ALS RODDS WAPRE BRAZO MANUL TURLY RSK,2026-05-14,AWY_BASE,1185
AIRWAY_PATH:V37:C,AIRWAY:V37,V37,C,V,CRG SSI BROUN HARPS WOHPY KELER SAV TILLS WIXON ALD NORMS SALLY CAE BEFTY BLOTS GREAT RICHE ZUKUR CIBOB CLT MOPED OWALT JOTTA MEGXE DOILY PSK ZOOMS PEEBE OAKLE HAWKI EKN CKB TEDDS AKSAR CETPU EWC,2026-05-14,AWY_BASE,1186
AIRWAY_PATH:V370:C,AIRWAY:V370,V370,C,V,LAX DODGR LAHAB PRADO WISUP PDZ EDITS SETER BANDS GARNE PSP STOWN TNP,2026-05-14,AWY_BASE,1187
AIRWAY_PATH:V372:C,AIRWAY:V372,V372,C,V,SLI JOGIT KAYOH FRETS HDF BANDS AHLEX GARNE PSP CONES BLH,2026-05-14,AWY_BASE,1188
AIRWAY_PATH:V373:C,AIRWAY:V373,V373,C,V,GSO UZUDO EETEE SDZ,2026-05-14,AWY_BASE,1189
AIRWAY_PATH:V374:C,AIRWAY:V374,V374,C,V,CFB QTIPP MSLIN GAYEL VOLLU MICAL CMK DENNA BETHA CREAM FLIBB YODER KURTY GON WACKY MINNK FALMA MVY,2026-05-14,AWY_BASE,1190
AIRWAY_PATH:V375:C,AIRWAY:V375,V375,C,V,GVE MAZKO HANEY FLUKY,2026-05-14,AWY_BASE,1191
AIRWAY_PATH:V376:C,AIRWAY:V376,V376,C,V,RIC EPICS DEGAY BEUGA PEGBY JIMBE GRUBY OJAAY SABBI IRONS,2026-05-14,AWY_BASE,1192
AIRWAY_PATH:V377:C,AIRWAY:V377,V377,C,V,MOL TTUMS TEAKK ESL ELGEE TOMAC HGR SCAPE HAR,2026-05-14,AWY_BASE,1193
AIRWAY_PATH:V378:C,AIRWAY:V378,V378,C,V,BAL ENSUE DLUCA CLIPR TRISH BELAY TROYZ NUGGY MXE,2026-05-14,AWY_BASE,1194
AIRWAY_PATH:V379:C,AIRWAY:V379,V379,C,V,DEALE GRACO ENO,2026-05-14,AWY_BASE,1195
AIRWAY_PATH:V38:C,AIRWAY:V38,V38,C,V,MZV GENSO WYNET TRIDE KELSI MEITZ MEDAN OCEDO EON LUCIT MAPPS DENAM CLEFT TELEY OYIDU FWA CHIZM WINES JPU TRION SACKY JULEA ZOBIG BENZO PAGVE EKN BUGEL DEKAY CEROL ZEDPA MITER GVE EMMIE ROOKY RIC NEMAN HCM JUDLU TERKS LNSKY,2026-05-14,AWY_BASE,1196
AIRWAY_PATH:V381:C,AIRWAY:V381,V381,C,V,BIH EVERR NIKOL,2026-05-14,AWY_BASE,1197
AIRWAY_PATH:V382:C,AIRWAY:V382,V382,C,V,JNC ECNOF ETL DRO,2026-05-14,AWY_BASE,1198
AIRWAY_PATH:V384:C,AIRWAY:V384,V384,C,V,LVT JELLO WINNA VXV,2026-05-14,AWY_BASE,1199
AIRWAY_PATH:V385:A,AIRWAY:V385,V385,A,V,HPB ENM PICNI KOZOC KEGEY WARVI UNK,2026-05-14,AWY_BASE,1200
AIRWAY_PATH:V385:C,AIRWAY:V385,V385,C,V,LBB WAGUN ABI,2026-05-14,AWY_BASE,1201
AIRWAY_PATH:V386:C,AIRWAY:V386,V386,C,V,RZS OHIGH FIM VAZCU UMBER SAUGS PMD ZOREN IMSIJ APLES SOGGI BRGET OKACO YUCCA PSP,2026-05-14,AWY_BASE,1202
AIRWAY_PATH:V387:C,AIRWAY:V387,V387,C,V,MFE PYRAN REX,2026-05-14,AWY_BASE,1203
AIRWAY_PATH:V388:A,AIRWAY:V388,V388,A,V,TED NAPTO ENA,2026-05-14,AWY_BASE,1204
AIRWAY_PATH:V388:C,AIRWAY:V388,V388,C,V,SLI AHEIM DOWDD RNDAL PDZ KNDAL LENHO ACINS DEWAY PSP,2026-05-14,AWY_BASE,1205
AIRWAY_PATH:V389:C,AIRWAY:V389,V389,C,V,CIM SAYKA FOGLE EARLS JOGEL RADIO PUB DRAKE ADANE LUFSE FQF,2026-05-14,AWY_BASE,1206
AIRWAY_PATH:V39:C,AIRWAY:V39,V39,C,V,SDZ MERIL SNOWS UXEWE SEGPE SBV INSAC SHEPS COLAB ARVON GVE WITTO LURAY KERRE AANTS HOAGE MRB MAPEL ROBRT MULRR HYPER BINNS DELRO JOANE LRP BOYER FLOAT ETX ELIOT SAX WANVA BREZY VOLLU MICAL CMK GREKI SOARS MOONI STUBY SASHA MOLDS CTR AUG LIPVE RINTH MLT CROIX PQI GRINS,2026-05-14,AWY_BASE,1207
AIRWAY_PATH:V391:C,AIRWAY:V391,V391,C,V,RSK PLATA CEZ YURVE DVC PAROX JNC MACKS ELIZZ ZIKOS BONGO ENSEN VEL OCS,2026-05-14,AWY_BASE,1208
AIRWAY_PATH:V392:C,AIRWAY:V392,V392,C,V,OAK SALAD ALTAM OAKEY VISTO SAC ROZZY HAGAN AUDIO CONYO SIGNA TRUCK VERDI FMG,2026-05-14,AWY_BASE,1209
AIRWAY_PATH:V393:C,AIRWAY:V393,V393,C,V,TUS OLS AKACU CFSMG,2026-05-14,AWY_BASE,1210
AIRWAY_PATH:V394:C,AIRWAY:V394,V394,C,V,SLI AHEIM POWUP DOWDD ADAMM POM CALBE MEANT GARDY HESPE APLES BASAL DAG DISBE CHRLT CLARR OASYS LAS SUVIE MMM,2026-05-14,AWY_BASE,1211
AIRWAY_PATH:V395:C,AIRWAY:V395,V395,C,V,TUS ARVEY OLS CFWHS,2026-05-14,AWY_BASE,1212
AIRWAY_PATH:V398:C,AIRWAY:V398,V398,C,V,RWF KUKGE ZELET ALMAY KASPR RST,2026-05-14,AWY_BASE,1213
AIRWAY_PATH:V399:C,AIRWAY:V399,V399,C,V,VHP ADVAY JELLS JAKKS BVT ERNEY YIXCI KENLA EON,2026-05-14,AWY_BASE,1214
AIRWAY_PATH:V4:C,AIRWAY:V4,V4,C,V,TOU JAWBN DIGGN LOFAL SEA BLAKO HUMPP RADDY CHINS CADED TITON GLEED YKM SUNED BRUKK AMPLE LACIB CORDO PDT PIANO HEKPI LACED BKE HOVEL PAYET EMETT NICPE BOI ATETY CANEK ALKAL GOODE JEROT TFALZ HAZZL BYI MEDEA MLD TINRE FILOB HODNI GEGME GRIPS OCS ARUTE CKW ZOLGA TRUMA KLASH NATTI LYMPS LAR FLEMS BARGR WISER GLL HOYTT TXC FLAGG EHVER GLD DEPAY CUGGA HLC PUQZE WESAL SLN ZITIK VASCO DIVBE CEKIS DRAMA ALMAS WEVAL MOPPS ULNAZ TOP ROVVO MCI LYMES LEXIN YOJCO HLV JAGGI MEMAC CABIT SADEN STL TOY BREEZ ENL ZOLLI DAHLL HILTS PXV LAMBS APALO DOWNS ZOGUN NADDI BETHY IIU FEDRA HYK HVQ CAMMA ITALY FILES REACH EKN OMIYO ESL SOGBE DRUZZ TRIXY HOAGE JASEN MANNE GILBY AML,2026-05-14,AWY_BASE,1215
AIRWAY_PATH:V4:H,AIRWAY:V4,V4,H,V,HNL GECKO JUSSS ZUKEY BINJO,2026-05-14,AWY_BASE,1216
AIRWAY_PATH:V401:C,AIRWAY:V401,V401,C,V,RLY RANKK JITIP JYMBO DDY,2026-05-14,AWY_BASE,1217
AIRWAY_PATH:V402:C,AIRWAY:V402,V402,C,V,TCC MOSER PORCU SIDER PNH BRISC EYMUV MMB,2026-05-14,AWY_BASE,1218
AIRWAY_PATH:V403:C,AIRWAY:V403,V403,C,V,BELAY GLOMO SPERY PTW DIRPE SBJ,2026-05-14,AWY_BASE,1219
AIRWAY_PATH:V404:C,AIRWAY:V404,V404,C,V,CDS SNEED ELECT SPS,2026-05-14,AWY_BASE,1220
AIRWAY_PATH:V405:C,AIRWAY:V405,V405,C,V,BELAY GLOMO SPERY PTW ZUVIV LANNA SBJ PIYIN FALLZ NYACK CMK NOBBI CASSH PWL VEERS COBOL BAF KIBBE WITNY PUT PVD FALMA MVY,2026-05-14,AWY_BASE,1221
AIRWAY_PATH:V407:C,AIRWAY:V407,V407,C,V,BRO HRL JIMIE LOCOE JETTY CRP ROKKI WORRY AUSTS BLOKS IVOLY TANNA PSX GLAND IAH DAS LFK EXITE MOKPE EMG INWAM ELD,2026-05-14,AWY_BASE,1222
AIRWAY_PATH:V408:C,AIRWAY:V408,V408,C,V,ROBRT GATHR VINNY KITHE MERLL GLOMO MXE PTW HIKES ETX FJC,2026-05-14,AWY_BASE,1223
AIRWAY_PATH:V409:C,AIRWAY:V409,V409,C,V,CLT LOCAS GANTS LIB GUSES RDU,2026-05-14,AWY_BASE,1224
AIRWAY_PATH:V412:C,AIRWAY:V412,V412,C,V,RWF DRAIL FCM,2026-05-14,AWY_BASE,1225
AIRWAY_PATH:V413:C,AIRWAY:V413,V413,C,V,GEP WAGNR ANDDE BITLR EAU LAYVU RUSSH ERIYI IWD,2026-05-14,AWY_BASE,1226
AIRWAY_PATH:V415:C,AIRWAY:V415,V415,C,V,MGM WETUM SEMAN CAMPP GIFFY HEFIN NELLO ANNYE TALLE ODF PEDAL PELAM SPA EHAXY LOCKS,2026-05-14,AWY_BASE,1227
AIRWAY_PATH:V417:C,AIRWAY:V417,V417,C,V,VUZ HOKES MAYES GORGO RMG YESVU NELLO AHN OCENU DANBI TIGNA MSTRS KANDY IRQ STUGE ALD STOAS CUBER CHS,2026-05-14,AWY_BASE,1228
AIRWAY_PATH:V419:C,AIRWAY:V419,V419,C,V,EMI HERES MXE FROSE MUDNE DASDE MAZIE HARRS BIGGY SBJ PIYIN FALLZ NYACK CMK GREKI SOARS JUDDS BRISS,2026-05-14,AWY_BASE,1229
AIRWAY_PATH:V420:C,AIRWAY:V420,V420,C,V,GRB AGOMA NENSE ZUXIN FEPEX TVC,2026-05-14,AWY_BASE,1230
AIRWAY_PATH:V421:C,AIRWAY:V421,V421,C,V,ZUN GUP DERTY CHACO RSK DRO ZEANS LAZON POWES COGRI HBU WENDT CAZUU SKIER DBL VAILE RRIVR KIMBL FOTTY RLG HETGI ACAGI BQZ ECHOA HAHNS,2026-05-14,AWY_BASE,1231
AIRWAY_PATH:V422:C,AIRWAY:V422,V422,C,V,OLK TWERP FBC,2026-05-14,AWY_BASE,1232
AIRWAY_PATH:V423:C,AIRWAY:V423,V423,C,V,FQM TWIIN CFB,2026-05-14,AWY_BASE,1233
AIRWAY_PATH:V425:C,AIRWAY:V425,V425,C,V,BFM ZUGTI WORIR AXSIS,2026-05-14,AWY_BASE,1234
AIRWAY_PATH:V427:A,AIRWAY:V427,V427,A,V,AKN ZAMOM OLAYA TOMMY BISAY NUTUW RINGO ALUPE NONDA,2026-05-14,AWY_BASE,1235
AIRWAY_PATH:V428:A,AIRWAY:V428,V428,A,V,BKA PELTE SSR,2026-05-14,AWY_BASE,1236
AIRWAY_PATH:V429:C,AIRWAY:V429,V429,C,V,CMI LUDLO RBS SERCY MEDAN JOT,2026-05-14,AWY_BASE,1237
AIRWAY_PATH:V430:C,AIRWAY:V430,V430,C,V,CTB HEKIT AGRYN WEBVO ETOHO HVR ISITE CAGAT BOWDN KEEVR GGW NEGAE DORIA RILMY DUCBA OFEGY BETKE ISN OFBUF UNCUP FONIA ERUVE WELOG CUDRI MOT GFK ROPBO UGACU TVF ZALSO BLUOX BUCAN YOBRI GPZ MAZPI CIBNA GECRE MATEC DLH MASWE LAZNU HUGRA NOYIC WASPS CEVLU IWD,2026-05-14,AWY_BASE,1238
AIRWAY_PATH:V431:C,AIRWAY:V431,V431,C,V,REVER SOSYO LOBBY BRONC GDM,2026-05-14,AWY_BASE,1239
AIRWAY_PATH:V432:C,AIRWAY:V432,V432,C,V,TRM PKE,2026-05-14,AWY_BASE,1240
AIRWAY_PATH:V433:C,AIRWAY:V433,V433,C,V,DQO SAVVY STEFE SOMTO ARD MERSR METRO PLEXS BONIE KILMA GRITY TICKL PROUD DIALS LGA DUNBO WRENN PRENO ZONKO BDR DENNA FZOOL LOVES DEEDE PWL TRESA CYPER PETER CODDI RKA SHERB EATEN DINNO TEBOR STODA FAYET SYR,2026-05-14,AWY_BASE,1241
AIRWAY_PATH:V434:C,AIRWAY:V434,V434,C,V,MZV ONEID VICKS GREGG PIA MACIN NINIC MCLEN LODGE CMI EMTEE JAGER LUNEY JAZZY ALLOE ANTTI VHP,2026-05-14,AWY_BASE,1242
AIRWAY_PATH:V435:A,AIRWAY:V435,V435,A,V,HOM AFWAF KASSI ENA,2026-05-14,AWY_BASE,1243
AIRWAY_PATH:V436:A,AIRWAY:V436,V436,A,V,TED HEVEB TAGER TKA EGRAM AILEE DATAY ENTTA FAI,2026-05-14,AWY_BASE,1244
AIRWAY_PATH:V436:C,AIRWAY:V436,V436,C,V,HBR NEADS IRW JABDO SAPPA TUL,2026-05-14,AWY_BASE,1245
AIRWAY_PATH:V437:C,AIRWAY:V437,V437,C,V,MLB AWINY OVIDO KIZER OMN COKES COBOK JETSO SUBER HOTAR STARY CATHY KELER SAV YUHVY CINBA NOMAS TERLY BAGGY JACKE CULAP CHS GINNE HERMN MUGSE WESEL FILLI NUTAL FLO,2026-05-14,AWY_BASE,1246
AIRWAY_PATH:V438:A,AIRWAY:V438,V438,A,V,ODK CINEK SHUYA KOMNA HOM FOLAR ZIBVI ORAIL SKILA NAPTO TED BGQ SURES CAWIN LIBER GLOWS FAI CHATA BURMA BIJOU FYU LECIB OMEDE TUVVO JEKPU RIGGS OILEE WIMAN UVALL SCC YIGUF OOSIK FAMUN TUNDA OKIKE SEJYY BRW,2026-05-14,AWY_BASE,1247
AIRWAY_PATH:V438:C,AIRWAY:V438,V438,C,V,HGR LUCKE,2026-05-14,AWY_BASE,1248
AIRWAY_PATH:V439:A,AIRWAY:V439,V439,A,V,ODK JIMON BAREL JEKEX HOM,2026-05-14,AWY_BASE,1249
AIRWAY_PATH:V439:C,AIRWAY:V439,V439,C,V,DIK HASOS GERHE WAULS CIDIN ISN,2026-05-14,AWY_BASE,1250
AIRWAY_PATH:V44:C,AIRWAY:V44,V44,C,V,COU HODGS FTZ FEKRO MOODS SUGAR DUTMY COFEY ENL JPU BENDS RANDE STORE MGW PINIC BAABY LIZIO KEYER MUMSY MRB WOOLY YANNI BAL PALEO AGARD SPEAK CANNY DONIL SIE HOGGS PANZE WINKK KARRS GAMBY CAMRN SATES CREEL DPK BELTT NESSI BDR DENNA FZOOL LOVES DEEDE PWL GELAW ATHOS GROUP ALB,2026-05-14,AWY_BASE,1251
AIRWAY_PATH:V440:A,AIRWAY:V440,V440,A,V,OME ZUTSU APUYO WONAB GOLOS EARMI UNK YAGUN YUCON GANES KECTE MCG IRUCU ERLAN WINOR FFITZ FRIDA IVANN TED HOPER MURYY MODDS MDO IDAME OCULT LLMAR YAK HOLIE CENTA HAPIT SALIS JETUT BKA LATCH EEVER MOCKA,2026-05-14,AWY_BASE,1252
AIRWAY_PATH:V440:C,AIRWAY:V440,V440,C,V,PNH BRISC BFV LEPIY CARFF IRW,2026-05-14,AWY_BASE,1253
AIRWAY_PATH:V441:A,AIRWAY:V441,V441,A,V,MDO DEALS SEWAR BROIL HATUL TED,2026-05-14,AWY_BASE,1254
AIRWAY_PATH:V441:C,AIRWAY:V441,V441,C,V,MLB DEARY ODDEL YONMA YOJIX LAL PIE BAYPO NITTS NUCIS OCF LEJKO GNV BOCAP MONIA CIRSA CIPDU CUBDU SSI STARY CATHY KELER SAV,2026-05-14,AWY_BASE,1255
AIRWAY_PATH:V442:C,AIRWAY:V442,V442,C,V,PDZ RRIZE CAPTZ EMMLN APLES HEC CLIPP WAGJI PKE,2026-05-14,AWY_BASE,1256
AIRWAY_PATH:V444:A,AIRWAY:V444,V444,A,V,BTT HORAG CYCLE BRION LIVEN HESSE FAI KRNKL IMARE RIVOR BIG MEYLE EGAXE CUGCA CIMGO ORT JITOT YEDNU OLARU,2026-05-14,AWY_BASE,1257
AIRWAY_PATH:V444:C,AIRWAY:V444,V444,C,V,GEG DATES ALW BKE HOVEL PAYET EMETT NICPE BOI AROWS HESGO EREXE DERSO SOLDE KINZE SHONE BYI,2026-05-14,AWY_BASE,1258
AIRWAY_PATH:V445:A,AIRWAY:V445,V445,A,V,FAI WILTS TOLLO RAMPA KANUT BTT,2026-05-14,AWY_BASE,1259
AIRWAY_PATH:V448:C,AIRWAY:V448,V448,C,V,OED PITON SAMIE MOPIO RBG ACONI DRAIN FRITT EUG LATHE GLORR ENDNG MAVER GLARA MULES BTG DMAZH OJUMU LEARN ANGOO OXNAS SIMCO WIKIK YKM FEBUS RUBEL MWH BATUM SUBDY ZOOMR YICUB GANGS GEG PYPER EPENE JURSY KARPS CLASS EYESE OLIBY KILLY FCA,2026-05-14,AWY_BASE,1260
AIRWAY_PATH:V45:C,AIRWAY:V45,V45,C,V,EWN WILUN ISO HOPIM TILTZ ESTER WADUG BRADE WENDI RDU CHAPL SNOWS HOJPA KIMES GSO PROVE FREON WILIZ NANKY PSK ERATH HECKE BLF KEGLY HVQ MBS SEEKS SNOWW WHOOP TUSYU AILES APN RNAND REEFY HITAM SSM,2026-05-14,AWY_BASE,1261
AIRWAY_PATH:V452:A,AIRWAY:V452,V452,A,V,ULL ITHOD GELRE SUZYY OME EZATY MOS JAYQE JAGGU DIBVY GAL ZOMBY HORSI BONET OLSEE ENN,2026-05-14,AWY_BASE,1262
AIRWAY_PATH:V452:C,AIRWAY:V452,V452,C,V,ONP TICKY HORTE EUG JUXIB CHEEZ MANSN MIXUP LMT TULIP BACHS WNDEL RAROC HALLE FITUN FMG,2026-05-14,AWY_BASE,1263
AIRWAY_PATH:V453:A,AIRWAY:V453,V453,A,V,AKN YEYYU YONXU UFTIV DLG ENYUJ BUGPE ALTEY EDUCE BET WAXIM WAPRO VUSUY UNK,2026-05-14,AWY_BASE,1264
AIRWAY_PATH:V453:C,AIRWAY:V453,V453,C,V,GVE BUVBE CSN LDN,2026-05-14,AWY_BASE,1265
AIRWAY_PATH:V454:A,AIRWAY:V454,V454,A,V,AKN EXIPE DAJOB QOPRI DLG,2026-05-14,AWY_BASE,1266
AIRWAY_PATH:V454:C,AIRWAY:V454,V454,C,V,BFM STETS YORUP MVC GIZMO KEWPI LIB,2026-05-14,AWY_BASE,1267
AIRWAY_PATH:V455:C,AIRWAY:V455,V455,C,V,RQR WAVEZ PCU PLUGG LBY TEGBE SOSOE UTOWE NOVCA MEI,2026-05-14,AWY_BASE,1268
AIRWAY_PATH:V456:A,AIRWAY:V456,V456,A,V,CDB WETSI BINAL TANIE OLLER NOGAE AKN STREW BITOP NOSKY TUCKS ACIGE ENA SWANS TED BGQ MATTA ZEXTU UREKA SMOKY TAKOC ERWAC GKN HOVUK SANKA JUTBU ZIDOR ORT,2026-05-14,AWY_BASE,1269
AIRWAY_PATH:V457:A,AIRWAY:V457,V457,A,V,ILI MARVN AWOMY MOFOF ENA,2026-05-14,AWY_BASE,1270
AIRWAY_PATH:V457:C,AIRWAY:V457,V457,C,V,BWZ PARKE TOWIN KATVE HOUTN WEPNA DETTE LRP ROAST VINNY EMI RUANE MRB,2026-05-14,AWY_BASE,1271
AIRWAY_PATH:V458:C,AIRWAY:V458,V458,C,V,SXC AVOLS PACIF HUBRD OCN VISTA ROBNN BONDO JLI KUMBA NICKK IPL ARGUS HEEDS ARAZI BZA,2026-05-14,AWY_BASE,1272
AIRWAY_PATH:V459:C,AIRWAY:V459,V459,C,V,SLI DODGR DARTS BERRI KIMMO SAUGS LHS JEFFY LOPES AMONT WRING TTE EXTRA ALTTA SIBOC FRA COGOL BAGBY HOFED HABXU LIN,2026-05-14,AWY_BASE,1273
AIRWAY_PATH:V46:C,AIRWAY:V46,V46,C,V,DPK PAZTA CCC HTO LIBBE OSSER FLAPE DEEPO CLAMY ACK,2026-05-14,AWY_BASE,1274
AIRWAY_PATH:V460:C,AIRWAY:V460,V460,C,V,MZB HAILE RYAHH BARET CANNO JLI KARRO BOREN HENOM MOMAR SHADI BLH,2026-05-14,AWY_BASE,1275
AIRWAY_PATH:V461:C,AIRWAY:V461,V461,C,V,GBN BXK,2026-05-14,AWY_BASE,1276
AIRWAY_PATH:V462:A,AIRWAY:V462,V462,A,V,EHM CEKBA PEDUJ DLG OCDIJ UVHAL KOWOK ZUNOS SAHOK FAGIN NONDA NEARR BLUGA AMOTT GASTO TED,2026-05-14,AWY_BASE,1277
AIRWAY_PATH:V465:C,AIRWAY:V465,V465,C,V,BQU MUNGO BUCAK ELROD LWL SHEAR MLD LUNDI OLNUE GIGSE CILEG ELKHO ECUNA JAC DNW TOCUD REDLO HAKDI CUKUV LAREI BIL KOXMY NIBBE CONUK ASHLI MLS ZITGA ACAKO EXADE LAMBE FOGBA ISN,2026-05-14,AWY_BASE,1278
AIRWAY_PATH:V466:C,AIRWAY:V466,V466,C,V,VXV NEYLN GOODL TAMPI FARLI YUMMY HILTO GZG MIFJU DORFF KLAND ROCIR PSK,2026-05-14,AWY_BASE,1279
AIRWAY_PATH:V468:C,AIRWAY:V468,V468,C,V,BTG DMBOR AXQOX TROTS ADOJA SWANY HITCH YKM GLEED SELAH GEBTE KADSE ELN,2026-05-14,AWY_BASE,1280
AIRWAY_PATH:V469:C,AIRWAY:V469,V469,C,V,LYH LUCLI RADIA RELEE BOOME IFAVU EXRAS BRUCY BOIER EKN TYGAR MGW ZETGA OTOWN NESTO QUARY JST HAR JOANE RICKF MERLL DQO OOD,2026-05-14,AWY_BASE,1281
AIRWAY_PATH:V47:C,AIRWAY:V47,V47,C,V,ROD KINDE FBC,2026-05-14,AWY_BASE,1282
AIRWAY_PATH:V470:C,AIRWAY:V470,V470,C,V,PSK TABER PARTE MONAT LYH,2026-05-14,AWY_BASE,1283
AIRWAY_PATH:V471:C,AIRWAY:V471,V471,C,V,BGR HOSEP MLT,2026-05-14,AWY_BASE,1284
AIRWAY_PATH:V472:C,AIRWAY:V472,V472,C,V,ECG WINAL BERTI SUWHT ZAGGY ISO,2026-05-14,AWY_BASE,1285
AIRWAY_PATH:V473:A,AIRWAY:V473,V473,A,V,LVD FLIPS BKA,2026-05-14,AWY_BASE,1286
AIRWAY_PATH:V473:C,AIRWAY:V473,V473,C,V,MOL GVE,2026-05-14,AWY_BASE,1287
AIRWAY_PATH:V476:C,AIRWAY:V476,V476,C,V,LYH SWARM BRAIL TURCO GVE,2026-05-14,AWY_BASE,1288
AIRWAY_PATH:V477:A,AIRWAY:V477,V477,A,V,GAL NIVUE HISOB HSL ATAGO DESOY WLK,2026-05-14,AWY_BASE,1289
AIRWAY_PATH:V477:C,AIRWAY:V477,V477,C,V,IAH PEPBI ZMSKL LOVAZ LOA NARCS HOXDE CQY,2026-05-14,AWY_BASE,1290
AIRWAY_PATH:V479:C,AIRWAY:V479,V479,C,V,DQO WILJR RUUTH MENGE ZIDET ARD,2026-05-14,AWY_BASE,1291
AIRWAY_PATH:V48:C,AIRWAY:V48,V48,C,V,BRL LOGOS PIA,2026-05-14,AWY_BASE,1292
AIRWAY_PATH:V480:A,AIRWAY:V480,V480,A,V,ADK HIGDO FATMU SPY KEREC HYLEE ZESKA NAVIC BET HOLIN CABOT ANIAK JOANY MCG KICEB MEFRA ENN FAI,2026-05-14,AWY_BASE,1293
AIRWAY_PATH:V481:A,AIRWAY:V481,V481,A,V,JOH FIDAL ROBES KLUNG RICOC GKN DOZEY KAGEC PAXON BIG HUTIL DEYEP FYU,2026-05-14,AWY_BASE,1294
AIRWAY_PATH:V481:C,AIRWAY:V481,V481,C,V,EUG CVO CRAAF,2026-05-14,AWY_BASE,1295
AIRWAY_PATH:V483:C,AIRWAY:V483,V483,C,V,DPK JOHNE RYMES CMK NOBBI CASSH IGN WEETS FILPS PRNCE RIMBA DNY RKA SHERB EATEN DINNO TEBOR STODA FAYET SYR WACOR LYSAN DINES ROC,2026-05-14,AWY_BASE,1296
AIRWAY_PATH:V484:C,AIRWAY:V484,V484,C,V,HLE KINZE JEROT TOXEE TWF FERUD WODEN CEEDY DRYAD SWITZ HOGUP CAUSE RIDEN JOSIF TCH PARLE MTU IGEHU WINDO JNC AYEDY MIRXE BATTZ HAQHY BRUUK ICIES HBU LUISS ICORY HOMME ALS,2026-05-14,AWY_BASE,1297
AIRWAY_PATH:V485:C,AIRWAY:V485,V485,C,V,VTU HENER OHIGH FLW,2026-05-14,AWY_BASE,1298
AIRWAY_PATH:V487:C,AIRWAY:V487,V487,C,V,LGA DUNBO WRENN PRENO ZONKO BDR TRUDE SOARS MOONI STUBY BOWAN HIDAL CANAN CAM JOGIM GRISS ENSON WEIGH WINLA BTV,2026-05-14,AWY_BASE,1299
AIRWAY_PATH:V488:A,AIRWAY:V488,V488,A,V,HPB AKELT GOYWI ALMOT HERLA UNK EDMON VENCE GAL KUHZE FECFO CIBEB CHOKK NELTE TAL SATUE REEBA GOLLY MINTO FAI,2026-05-14,AWY_BASE,1300
AIRWAY_PATH:V489:C,AIRWAY:V489,V489,C,V,COATE LEMOR HUO CAMMO WEARD FILPS SAGES CYPER AGNEZ ALB,2026-05-14,AWY_BASE,1301
AIRWAY_PATH:V491:A,AIRWAY:V491,V491,A,V,BGQ URTOW TKA,2026-05-14,AWY_BASE,1302
AIRWAY_PATH:V491:C,AIRWAY:V491,V491,C,V,RAP JORNO BFFLO DIXLE JELRO HAYNI NEXRU DIK MOT,2026-05-14,AWY_BASE,1303
AIRWAY_PATH:V492:C,AIRWAY:V492,V492,C,V,PBI WHELM STOOP ANGEE CUKPO MLB,2026-05-14,AWY_BASE,1304
AIRWAY_PATH:V493:C,AIRWAY:V493,V493,C,V,LVT BRUNO HYK,2026-05-14,AWY_BASE,1305
AIRWAY_PATH:V494:C,AIRWAY:V494,V494,C,V,CEC YOBUN ANAJE DUHJY SEVLY FOYTE FOT JENNI ENI CABEX ROZZA SNUPY POPES RAGGS PIVSE SAC ROZZY HAGAN AUDIO SWR HETRY HUYJO WAGGE VIKES CHIME OHOLI HZN,2026-05-14,AWY_BASE,1306
AIRWAY_PATH:V495:C,AIRWAY:V495,V495,C,V,FJS BAYTS PAPLE MERLI KOLER RBG VAUGN NOTTI HORTE CVO ADLOW BREAF UBG ENDZZ BTG OKARE TOUTL ALDER CIDUG SEA,2026-05-14,AWY_BASE,1307
AIRWAY_PATH:V497:C,AIRWAY:V497,V497,C,V,REO ILR AKUKY WIPLO DOWCY IMB RENCE CEVBI LTJ SUNED PAPPS MWH EPH,2026-05-14,AWY_BASE,1308
AIRWAY_PATH:V498:A,AIRWAY:V498,V498,A,V,MCG POCYI NIXON AHVUH GEYHY GAL EBIKY KATEL CASAC BALIN JUMAS OTZ,2026-05-14,AWY_BASE,1309
AIRWAY_PATH:V499:C,AIRWAY:V499,V499,C,V,BAL ENSUE DLUCA CLIPR TRISH BELAY KITHE GEERI LRP KERYN JUPAS CHLSE MARRC MEGSS MEATS OYUCA CFB,2026-05-14,AWY_BASE,1310
AIRWAY_PATH:V5:C,AIRWAY:V5,V5,C,V,PZD GILLY VNA UCALA DBN HEPUT HADOC BEYLO TRAPI CORVI PENFI AHN,2026-05-14,AWY_BASE,1311
AIRWAY_PATH:V5:H,AIRWAY:V5,V5,H,V,KOA MYNAH HEFTI MAKEN,2026-05-14,AWY_BASE,1312
